cust_id,acct_nbr,acct_type,account_active,starting_balance,ending_balance,cc_av_wd,cc_av_pm,cc_n_wd,cc_n_pm,ck_av_wd,ck_av_dp,ck_n_wd,ck_n_dp,sv_av_wd,sv_av_dp,sv_n_wd,sv_n_dp,end_start_balance_ratio
1362843,13628432,CK,1,3748.74,3907.34,,,,,-139.6525397,389.4221739,63,23,,,,,1.042307549
1363171,4.56114E+15,CC,1,1396.7,1800,-103.6895455,178.8766667,22,12,,,,,,,,,1.288752058
1362664,13626642,CK,1,4140.94,2683.65,,,,,-208.517037,350.0939286,54,28,,,,,0.64807749
1363247,13632472,CK,1,236.39,458.81,,,,,-48.30338028,214.8211765,71,17,,,,,1.940902745
1362602,13626023,SV,1,1269.7,2735.3,,,,,,,,,-155.336,116.1138462,10,26,2.154288415
1362506,4.56114E+15,CC,1,0,4216.53,-464.8004545,1001.513333,22,6,,,,,,,,,
1362810,13628102,CK,1,2730.32,344.33,,,,,-76.08553571,98.68315789,56,19,,,,,0.126113423
1363324,13633242,CK,1,4010.41,2325.37,,,,,-91.89115385,46.954,26,15,,,,,0.579833483
1362849,4.56114E+15,CC,1,1057.28,515.69,-142.4203448,734.7383333,58,12,,,,,,,,,0.487751589
1363429,13634292,CK,1,295.27,299.71,,,,,,0.37,,12,,,,,1.015037085
1363129,13631292,CK,1,2654.13,88.34,,,,,-69.23098039,48.2765,51,20,,,,,0.033283976
1363234,13632342,CK,1,369.4,31.19,,,,,-53.17246154,194.875,65,16,,,,,0.084434218
1362838,13628383,SV,1,279.57,1013.94,,,,,,,,,-103.6866667,78.95413793,15,29,3.62678399
1362852,13628522,CK,0,3616.64,59.5,,,,,-118.1903947,339.128125,76,16,,,,,0.016451734
1362912,13629122,CK,1,174.15,12.7,,,,,-61.88057971,316.0515385,69,13,,,,,0.072925639
1362604,13626043,SV,1,232.26,233.76,,,,,,,,,-121.81,74.21043478,14,23,1.00645828
1363335,4.56114E+15,CC,1,134.18,806.94,-103.6782353,239.8375,34,12,,,,,,,,,6.013861976
1362805,4.56114E+15,CC,1,282.88,300,-108.5714286,275.1690909,28,11,,,,,,,,,1.060520362
1362665,13626653,SV,1,2237.75,2144.37,,,,,,,,,-105.9490909,53.603,11,20,0.958270584
1363414,13634142,CK,1,3292.84,2438.22,,,,,-123.8805882,202.3440741,51,27,,,,,0.740461122
1363462,4.56114E+15,CC,1,2822.43,3000,-101.405,219.5108333,24,12,,,,,,,,,1.062913872
1363421,13634212,CK,1,2624.85,918.69,,,,,-103.8338596,210.6275,57,20,,,,,0.349997143
1362703,13627033,SV,1,7144.42,7144.39,,,,,,,,,-157.73,82.63190476,11,21,0.999995801
1362868,4.56114E+15,CC,1,691.83,1000,-117.1289474,349.4558333,38,12,,,,,,,,,1.445441799
1363311,13633113,SV,1,636.72,299.67,,,,,,,,,-139.999,70.86266667,10,15,0.470646438
1363294,13632943,SV,1,741.25,763.8,,,,,,,,,,1.879166667,,12,1.030421585
1363493,13634932,CK,1,6123.84,2053.9,,,,,-143.9066154,278.1047368,65,19,,,,,0.335394132
1363484,13634842,CK,1,2600.97,233.06,,,,,-93.33833333,167.0225,54,16,,,,,0.089605032
1363164,4.56114E+15,CC,1,476.61,1200,-125.6728788,636.5725,66,12,,,,,,,,,2.517781834
1362500,13625002,CK,1,882.15,1470.14,,,,,-159.8971429,1413.275,14,2,,,,,1.666541971
1363394,4.56114E+15,CC,1,0,1000,-95.26133333,79.41333333,15,6,,,,,,,,,
1363038,4.56114E+15,CC,1,0,1800,-149.1825,161.4125,16,4,,,,,,,,,
1363011,13630112,CK,1,12730.29,1615.18,,,,,-413.8707463,977.3076471,67,17,,,,,0.126876921
1363485,13634853,SV,1,155.4,157.76,,,,,,,,,,0.196666667,,12,1.015186615
1362720,13627203,SV,1,653.94,1497.85,,,,,,,,,-107.6088889,72.5352,9,25,2.290500658
1362888,13628882,CK,1,3443.99,4139.88,,,,,-196.3203333,693.0616667,60,18,,,,,1.202059239
1363173,4.56114E+15,CC,1,345.94,1400,-97.5732,130.9433333,25,12,,,,,,,,,4.046944557
1363426,13634262,CK,1,4898.05,3567.46,,,,,-217.33,119.2605556,16,18,,,,,0.728342912
1362945,13629453,SV,0,568.54,1804.89,,,,,,,,,-103.046,134.7369231,5,13,3.174605129
1362645,4.56114E+15,CC,0,2071.7,20,-228.6176,892.8522222,25,9,,,,,,,,,0.009653907
1362520,4.56114E+15,CC,0,1576.58,20,-283.9341379,840.335,29,12,,,,,,,,,0.012685687
1362577,13625772,CK,1,964.33,347.65,,,,,-164.3353333,462.172,60,20,,,,,0.360509369
1363215,4.56114E+15,CC,1,9073.46,2089.45,-396.8152,1441.158333,25,12,,,,,,,,,0.230281502
1363117,13631173,SV,1,292.92,297.36,,,,,,,,,,0.37,,12,1.015157722
1362671,4.56114E+15,CC,1,0,1100,-87.16333333,110.695,15,2,,,,,,,,,
1363217,4.56114E+15,CC,1,571.04,944.16,-137.1567188,708.7366667,64,12,,,,,,,,,1.653404315
1363470,4.56114E+15,CC,1,0,5000,-142.8725641,109.8433333,39,6,,,,,,,,,
1362978,4.56114E+15,CC,1,2834.53,2103.69,-203.2833333,1639.085,93,12,,,,,,,,,0.742165368
1363184,13631842,CK,1,323.7,74.87,,,,,-26.58157895,128.11,19,2,,,,,0.231294408
1363447,13634473,SV,1,185.85,671.09,,,,,,,,,-81.342,49.55277778,5,18,3.610922787
1363251,13632512,CK,1,2511.83,456.92,,,,,-110.6401852,163.3491667,54,24,,,,,0.181907215
1362578,13625783,SV,1,253.59,862.43,,,,,,,,,-95.125,55.00333333,4,18,3.400883316
1363081,13630812,CK,1,344.74,423.81,,,,,-60.31909091,517.4,33,4,,,,,1.229361258
1362766,13627662,CK,1,11266.7,4359.83,,,,,-325.1526471,760.2115,68,20,,,,,0.386966015
1363316,13633163,SV,1,318.04,629.06,,,,,,,,,-131.5633333,39.20611111,3,18,1.977927305
1363097,4.56114E+15,CC,1,872.15,1100,-111.8136585,368.02,41,12,,,,,,,,,1.261250932
1362708,13627083,SV,1,5006.85,3821.12,,,,,,,,,-112.0511111,46.19722222,18,18,0.763178446
1363187,13631873,SV,1,330.7,335.7,,,,,,,,,,0.416666667,,12,1.015119444
1362658,13626582,CK,1,6151.91,3517.12,,,,,-341.376,59.92076923,10,13,,,,,0.571711875
1363434,13634343,SV,0,328.82,2728.02,,,,,,,,,-182.9133333,294.794,3,10,8.296393163
1362998,13629982,CK,1,298.78,4.38,,,,,-61.1627027,123.03875,37,16,,,,,0.014659616
1363304,13633042,CK,1,269.41,50.91,,,,,-51.71852459,195.7553333,61,15,,,,,0.188968487
1362508,4.56114E+15,CC,1,811.96,1072.17,-126.4022535,732.8883333,71,12,,,,,,,,,1.320471452
1362962,4.56114E+15,CC,1,44.95,609.74,-136.3746296,618.1881818,54,11,,,,,,,,,13.56484983
1362830,13628303,SV,1,237.88,35.68,,,,,,,,,-89.535,11.13857143,4,14,0.149991592
1362562,13625623,SV,1,391.96,3864.77,,,,,,,,,-228.216,221.345,10,26,9.860113277
1363247,4.56114E+15,CC,1,105.3,3000,-97.68195652,152.355,46,12,,,,,,,,,28.49002849
1363389,13633893,SV,1,719.95,177.4,,,,,,,,,-146.46,55.22590909,12,22,0.246406
1362932,13629323,SV,1,744.52,523.84,,,,,,,,,-123.8869231,60.43217391,13,23,0.703594262
1362653,13626532,CK,1,580.96,1023.15,,,,,-76.50063492,292.3183333,63,18,,,,,1.761136739
1363302,13633022,CK,1,5499.36,4023.58,,,,,-139.1158209,435.8322222,67,18,,,,,0.731645137
1362993,13629932,CK,1,2744.1,3227.45,,,,,-109.0679245,260.9979167,53,24,,,,,1.17614154
1362662,13626622,CK,1,2651.09,139.01,,,,,-99.15564516,173.1566667,62,21,,,,,0.052435036
1362531,13625312,CK,1,5717.74,2290.23,,,,,-194.7475439,348.8140909,57,22,,,,,0.400548119
1363429,4.56114E+15,CC,0,2943.97,1739.74,-173.974,2978.07,10,1,,,,,,,,,0.590950315
1362999,4.56114E+15,CC,1,1973.27,988.54,-175.7498571,1119.941667,70,12,,,,,,,,,0.500965403
1362827,13628273,SV,1,560.98,306.35,,,,,,,,,-145.7610526,89.83464286,19,28,0.5460979
1362725,13627252,CK,1,3853.98,47.34,,,,,-187.6878378,720.1614286,74,14,,,,,0.012283406
1363234,4.56114E+15,CC,1,0,3000,-124.0635294,1218.16,34,1,,,,,,,,,
1363444,13634442,CK,1,165.34,68.22,,,,,-38.91707692,187.1146154,65,13,,,,,0.41260433
1362852,4.56114E+15,CC,1,1623.28,1700,-143.0153846,170.2058333,13,12,,,,,,,,,1.047262333
1363271,13632712,CK,1,2725.91,876.19,,,,,-99.36842857,255.3035,70,20,,,,,0.321430275
1362498,13624982,CK,1,233.77,172.66,,,,,-44.53975,286.7466667,40,6,,,,,0.738589212
1362570,13625703,SV,1,171.55,174.16,,,,,,,,,,0.2175,,12,1.015214223
1363365,13633652,CK,1,5578.71,901.25,,,,,-199.4444615,690.5358333,65,12,,,,,0.161551685
1363445,13634453,SV,1,742.28,552.01,,,,,,,,,-115.44,59.99111111,11,18,0.743668158
1363109,13631092,CK,1,2278.58,41.35,,,,,-53.66575342,186.7077778,73,9,,,,,0.018147267
1362950,4.56114E+15,CC,1,0,162.95,-116.6666667,89.94666667,6,6,,,,,,,,,
1363354,13633543,SV,1,148.91,1116.71,,,,,,,,,-103.723,77.11653846,10,26,7.499227721
1362555,13625552,CK,0,474.47,806.73,,,,,-84.81053571,220.9413043,56,23,,,,,1.700276098
1362763,13627632,CK,1,300.2,2.72,,,,,-38.60395833,74.07190476,48,21,,,,,0.009060626
1362550,13625503,SV,1,638.67,487.77,,,,,,,,,-96.71166667,28.66066667,6,15,0.763727747
1363054,13630542,CK,1,2738.75,50.67,,,,,-100.1217742,175.9735,62,20,,,,,0.018501141
1363057,13630573,SV,1,2311.66,1385.03,,,,,,,,,-158.486,34.71,10,19,0.599149529
1363414,4.56114E+15,CC,1,268.21,202.13,-132.8603846,296.3658333,26,12,,,,,,,,,0.75362589
1362991,4.56114E+15,CC,1,643.2,1343.81,-143.2395652,493.9791667,46,12,,,,,,,,,2.089256841
1363112,13631122,CK,1,2759.11,1085.16,,,,,-98.30101695,171.92,59,24,,,,,0.393300738
1363126,13631262,CK,1,8095.47,2541.96,,,,,-300.187451,406.5020833,51,24,,,,,0.313997828
1363442,13634422,CK,1,787.03,90.63,,,,,-226.6582895,1271.51,76,13,,,,,0.115154441
1362499,4.56114E+15,CC,1,1046.3,1900,-146.7752632,183.735,19,12,,,,,,,,,1.815922775
1363421,4.56114E+15,CC,1,2828.16,814.67,-134.3533333,648.8258333,42,12,,,,,,,,,0.288056546
1362835,13628352,CK,1,239.71,276.68,,,,,-55.66333333,123.65,6,3,,,,,1.154228026
1362700,13627003,SV,1,311.2,315.88,,,,,,,,,,0.39,,12,1.01503856
1363147,13631473,SV,1,2178.01,1152.38,,,,,,,,,-204.328,42.40208333,10,24,0.529097663
1362990,13629902,CK,0,2824.68,625.42,,,,,-117.7226563,266.7495,64,20,,,,,0.221412691
1362656,4.56114E+15,CC,1,893.25,445.22,-109.7136842,389.1391667,38,12,,,,,,,,,0.498427092
1363484,4.56114E+15,CC,1,867.01,408.08,-123.0473077,333.67,26,11,,,,,,,,,0.470675079
1362596,13625963,SV,1,544.45,259.05,,,,,,,,,-134.6271429,36.49944444,7,18,0.475801267
1363428,13634282,CK,0,1145.06,274.96,,,,,-69.61544118,276.0335714,68,14,,,,,0.240127155
1362797,4.56114E+15,CC,1,111.07,100,-137.3111111,105.1791667,9,12,,,,,,,,,0.900333123
1362711,13627112,CK,1,100.28,299.33,,,,,-43.60125,149.4765,64,20,,,,,2.984942162
1362872,4.56114E+15,CC,1,292.41,1000,-115.9122642,458.4433333,53,12,,,,,,,,,3.419855682
1362888,4.56114E+15,CC,1,11394.66,6454.87,-333.969011,2981.025833,91,12,,,,,,,,,0.566482019
1362929,4.56114E+15,CC,1,0,4200,-406.8277778,1158.563333,27,6,,,,,,,,,
1362526,13625263,SV,1,551.82,1145.74,,,,,,,,,-300.4525,105.6841176,4,17,2.076292994
1363158,4.56114E+15,CC,1,364.24,121.67,,23.53416667,,12,,,,,,,,,0.334037997
1363145,13631453,SV,0,109.29,444.57,,,,,,,,,-115.6933333,75.81777778,3,9,4.067801263
1362529,13625293,SV,1,662.06,873.14,,,,,,,,,-353.0633333,74.81705882,3,17,1.318823067
1363426,4.56114E+15,CC,1,1808.4,917.28,-206.74,513.86,25,12,,,,,,,,,0.507232913
1363374,13633743,SV,1,583.39,601.14,,,,,,,,,,1.479166667,,12,1.030425616
1362687,13626873,SV,1,566.77,1111.42,,,,,,,,,-111.159,87.17052632,10,19,1.960971823
1362883,4.56114E+15,CC,1,0,983.06,-109.6551724,445.162,29,5,,,,,,,,,
1362824,13628242,CK,1,863.73,3.94,,,,,-171.8570313,563.2811111,64,18,,,,,0.004561611
1362895,13628953,SV,1,169.96,96.25,,,,,,,,,-74.224,41.783125,10,16,0.56630972
1362777,13627773,SV,1,327.1,29.46,,,,,,,,,-116.385,74.88708333,18,24,0.090064201
1362699,13626992,CK,1,246.47,600.51,,,,,-37.87324324,263.055,74,12,,,,,2.436442569
1362781,13627812,CK,1,420.27,269.82,,,,,-99.51678571,271.156,56,20,,,,,0.642015847
1363060,13630602,CK,1,6770.7,370.85,,,,,-232.5933898,332.8709091,59,22,,,,,0.054772771
1363346,13633463,SV,1,327.16,332.08,,,,,,,,,,0.41,,12,1.015038513
1362769,4.56114E+15,CC,1,0,553.09,-138.4238235,593.3314286,34,7,,,,,,,,,
1362577,4.56114E+15,CC,1,0,1808.22,-541.29,598.4225,12,8,,,,,,,,,
1362921,4.56114E+15,CC,1,2273.2,81.68,-110.7066667,271.6716667,9,12,,,,,,,,,0.035931726
1363046,13630462,CK,1,4107.57,520.05,,,,,-123.0647619,208.3185,63,20,,,,,0.126607702
1362670,13626702,CK,0,2697.49,106.94,,,,,-116.3782759,218.9531579,58,19,,,,,0.039644262
1362766,4.56114E+15,CC,0,4999.67,20,-493.8153333,1703.785,30,12,,,,,,,,,0.004000264
1363392,4.56114E+15,CC,1,834.77,1000,-57.75666667,99.87666667,21,12,,,,,,,,,1.19793476
1363403,13634032,CK,1,4787.32,366.58,,,,,-180.1034483,301.263,58,20,,,,,0.076573114
1363471,13634713,SV,1,259.96,1777.03,,,,,,,,,-53.58333333,93.21222222,3,18,6.835782428
1363264,13632642,CK,0,191.9,15.72,,,,,-54.66701493,268.1930769,67,13,,,,,0.081917665
1362705,13627052,CK,1,3482.11,81.14,,,,,-152.2826316,211.1656,57,25,,,,,0.023301963
1363409,4.56114E+15,CC,1,977.54,160.42,-107.827037,311.8516667,27,12,,,,,,,,,0.164105817
1362928,13629282,CK,1,136.14,3.8,,,,,-57.18701493,217.5994118,67,17,,,,,0.027912443
1363013,13630132,CK,1,281.62,14.54,,,,,-37.28893939,137.124375,66,16,,,,,0.051629856
1362730,4.56114E+15,CC,1,0,3000,-134.7942308,183.6266667,26,3,,,,,,,,,
1363123,13631232,CK,1,7610.01,696.74,,,,,-300.5624138,618.7852941,58,17,,,,,0.091555727
1363267,13632673,SV,1,840.79,1699.39,,,,,,,,,-401.57,145.3211765,4,17,2.021182459
1362621,13626212,CK,1,2664.89,121.73,,,,,-95.40714286,92.68652174,49,23,,,,,0.045679184
1363193,13631932,CK,1,4219.43,4048.98,,,,,-180.4508,197.355,25,22,,,,,0.959603548
1363420,13634202,CK,1,2825.63,278.98,,,,,-82.25321429,102.9765,56,20,,,,,0.098731964
1362584,13625843,SV,1,2032.5,1999.37,,,,,,,,,-157.5385714,59.42444444,7,18,0.983699877
1363265,13632653,SV,1,193.55,900.52,,,,,,,,,-71.358,62.57411765,5,17,4.652647895
1362617,13626173,SV,1,135.98,138.02,,,,,,,,,,0.17,,12,1.015002206
1362653,4.56114E+15,CC,1,0,1188.57,-180.0115385,1163.91,26,3,,,,,,,,,
1363199,4.56114E+15,CC,1,2135.18,127.09,-128.7644444,268.8908333,9,12,,,,,,,,,0.059521914
1363259,4.56114E+15,CC,1,380.61,334.29,-113.63025,383.0741667,40,12,,,,,,,,,0.878300623
1362761,4.56114E+15,CC,1,780.93,0,,114.2671429,,7,,,,,,,,,0
1362531,4.56114E+15,CC,1,2016.11,2200,-138.5194444,220.4016667,18,12,,,,,,,,,1.091210301
1362926,4.56114E+15,CC,1,946.72,1000,-116.3545714,340.2633333,35,12,,,,,,,,,1.05627852
1362725,4.56114E+15,CC,1,0,1939.63,-375.903125,1125.478889,32,9,,,,,,,,,
1362976,13629763,SV,1,203.2,137.99,,,,,,,,,-149.5255556,80.0325,9,16,0.679084646
1362754,13627542,CK,1,2611.38,68.84,,,,,-87.07474576,108.1195833,59,24,,,,,0.026361541
1363170,4.56114E+15,CC,1,1047.17,904.09,-123.5131707,437.9658333,41,12,,,,,,,,,0.86336507
1363444,4.56114E+15,CC,1,0,1000,-116.4015217,487.3911111,46,9,,,,,,,,,
1362727,4.56114E+15,CC,0,3673.82,0,-409.4116667,1619.661429,18,7,,,,,,,,,0
1363271,4.56114E+15,CC,1,1872.82,1179.95,-127.8484375,403.1083333,32,12,,,,,,,,,0.630039192
1362768,13627682,CK,1,2512.8,2429.77,,,,,-10,3.463333333,12,12,,,,,0.966957179
1363068,4.56114E+15,CC,0,2143.15,20,-299.1217647,1141.518182,34,11,,,,,,,,,0.009332058
1362484,4.56114E+15,CC,1,1278.78,369.72,-116.8905128,456.8833333,39,12,,,,,,,,,0.289119317
1362736,13627363,SV,1,2147.68,2180.1,,,,,,,,,,2.701666667,,12,1.015095359
1362825,13628253,SV,1,175.22,50.77,,,,,,,,,-74.96166667,38.7545,12,20,0.289750029
1363387,13633872,CK,1,176.97,959.6,,,,,-82.63702128,202.8943478,47,23,,,,,5.422387975
1362557,4.56114E+15,CC,1,0,1000,-157.1428571,100,7,1,,,,,,,,,
1363016,4.56114E+15,CC,1,1219.77,1223.77,-286.0885714,1342.218333,56,12,,,,,,,,,1.003279307
1362909,4.56114E+15,CC,1,4000.22,54.09,,345.9941667,,12,,,,,,,,,0.013521756
1363258,13632582,CK,0,170.57,12.14,,,,,-37.281,240,30,4,,,,,0.071173125
1363232,4.56114E+15,CC,1,0,1000,-126.3877273,449.86,22,4,,,,,,,,,
1363088,13630882,CK,1,180.12,769.47,,,,,-66.7828125,405.2875,64,12,,,,,4.271985343
1362509,13625093,SV,0,147.84,337.82,,,,,,,,,-203.9028571,112.7637037,14,27,2.285037879
1363126,4.56114E+15,CC,1,0,2900,-342.8548148,653.931,27,10,,,,,,,,,
1363196,4.56114E+15,CC,1,1420.35,1800,-198.4791892,1199.629167,74,12,,,,,,,,,1.267293273
1362597,13625972,CK,1,2533.42,416.76,,,,,-110.8565,238.67,60,19,,,,,0.164504899
1362837,4.56114E+15,CC,1,0,1100,-120.6409091,49.618,11,5,,,,,,,,,
1362835,4.56114E+15,CC,1,167.92,9.51,-112.73375,89.78416667,8,12,,,,,,,,,0.056634111
1362664,4.56114E+15,CC,1,0,1052.38,-191.6842857,868.19,28,5,,,,,,,,,
1362609,13626092,CK,0,2563.27,15.38,,,,,-97.69740741,143.5905263,54,19,,,,,0.006000148
1362920,13629202,CK,1,2717.13,1297.06,,,,,-66.39153846,21.91642857,26,14,,,,,0.477363983
1362964,13629643,SV,0,118.49,119.39,,,,,,,,,,0.15,,6,1.007595578
1362810,4.56114E+15,CC,1,2485.28,332.95,-128.4767647,548.1166667,34,12,,,,,,,,,0.133968808
1362746,13627462,CK,1,149.31,12.89,,,,,-48.71138462,252.485,65,12,,,,,0.086330453
1363352,13633523,SV,1,2039.4,2950.23,,,,,,,,,-55.08666667,82.75666667,6,15,1.446616652
1362973,13629733,SV,1,2273.92,2570.3,,,,,,,,,-71.1,38.34588235,5,17,1.130338798
1363129,4.56114E+15,CC,1,0,335.42,-112.2964286,156.52125,14,8,,,,,,,,,
1362569,13625692,CK,1,927.07,46.48,,,,,-127.6149254,426.0894444,67,18,,,,,0.050136451
1362912,4.56114E+15,CC,1,1299.01,1500,-87.8175,148.3358333,20,12,,,,,,,,,1.154725522
1362894,4.56114E+15,CC,0,1500.62,1840,-153.3333333,1521.75,12,1,,,,,,,,,1.226159854
1362512,13625123,SV,0,129.62,1194.36,,,,,,,,,-127.9475,121.2715385,4,13,9.214318778
1363103,13631032,CK,1,601.02,29.87,,,,,-122.0551563,425.9047059,64,17,,,,,0.049698845
1363253,13632532,CK,1,5019.19,1191.33,,,,,-151.7035,210.974,60,25,,,,,0.237355031
1362530,13625302,CK,1,5316.47,17.3,,,,,-211.4962,277.6652632,50,19,,,,,0.003254039
1363083,13630832,CK,1,286.52,2325.47,,,,,-41.65032787,305.308,61,15,,,,,8.116257155
1362881,13628813,SV,1,302.02,61.5,,,,,,,,,-130.6471429,39.64764706,7,17,0.203628899
1363493,4.56114E+15,CC,1,0,0,,,,,,,,,,,,,
1362699,4.56114E+15,CC,1,151.63,677.69,-154.5047368,449.4991667,38,12,,,,,,,,,4.46936622
1362760,13627602,CK,1,6021.08,6.15,,,,,-222.1664706,90.51352941,34,17,,,,,0.001021411
1362713,13627132,CK,1,389.87,22.21,,,,,-55.99785714,27.754,14,15,,,,,0.056967707
1362749,13627492,CK,1,2608.15,918.17,,,,,-109.0990741,190.9713636,54,22,,,,,0.352038801
1363060,4.56114E+15,CC,1,1898.67,2192.95,-184.074,235.0808333,15,12,,,,,,,,,1.154992705
1363317,13633172,CK,1,280.79,269.76,,,,,-50.95714286,177.4308333,42,12,,,,,0.960717974
1362542,13625423,SV,1,607.88,1654.74,,,,,,,,,-283.44,109.0625,4,20,2.722149108
1362685,13626853,SV,1,335.36,1735.39,,,,,,,,,-146.0757143,142.5035294,7,17,5.174707777
1363250,13632502,CK,0,657.67,257.48,,,,,-81.4524,518.9763636,75,11,,,,,0.391503338
1363011,4.56114E+15,CC,0,3488.29,20,-183.4782609,663.0891667,23,12,,,,,,,,,0.005733468
1362705,4.56114E+15,CC,1,0,413.11,-143.39075,532.252,40,10,,,,,,,,,
1363482,4.56114E+15,CC,0,2917.91,355.26,-107.2287805,887.1825,41,8,,,,,,,,,0.121751528
1362928,4.56114E+15,CC,1,949.02,596.11,-122.0513636,701.8058333,66,12,,,,,,,,,0.628132178
1363142,13631422,CK,1,571.75,11.3,,,,,-123.5541791,453.9652941,67,17,,,,,0.019763883
1362606,13626062,CK,1,5103.77,1319.97,,,,,-193.9565455,275.3524,55,25,,,,,0.258626466
1363408,13634082,CK,0,195.62,30.85,,,,,-94.17828571,428.514,70,15,,,,,0.157703711
1363193,4.56114E+15,CC,1,1537.46,1442,-180.7652,390.5158333,25,12,,,,,,,,,0.93791058
1363018,13630182,CK,1,602.18,1778.61,,,,,-122.5335211,705.4507143,71,14,,,,,2.953618519
1363291,13632912,CK,1,4361.14,521.21,,,,,-159.2876271,213.7707692,59,26,,,,,0.119512329
1363184,4.56114E+15,CC,1,0,1000,-87.29409091,460.755,22,2,,,,,,,,,
1362528,13625283,SV,1,262.55,269.93,,,,,,,,,-95.41090909,55.62631579,11,19,1.028108932
1363128,13631282,CK,1,4142.57,3422.66,,,,,-118.4853846,51.314375,13,16,,,,,0.826216576
1362590,13625903,SV,1,541.95,558.44,,,,,,,,,,1.374166667,,12,1.030427161
1363081,4.56114E+15,CC,0,1692.71,84.59,-141.6990909,477.8971429,11,7,,,,,,,,,0.04997312
1363182,4.56114E+15,CC,1,0,5100,-424.3762162,1361.27625,37,8,,,,,,,,,
1362822,13628222,CK,1,4115.99,2156.3,,,,,-108.7048333,268.3882353,60,17,,,,,0.523883683
1363348,13633483,SV,1,434.62,1628.76,,,,,,,,,-190.083125,151.2764286,16,28,3.747549584
1362804,13628042,CK,1,8953.35,1315,,,,,-293.8071186,692.5907143,59,14,,,,,0.1468724
1363458,13634583,SV,1,215.86,160.66,,,,,,,,,-91.86111111,40.60789474,9,19,0.744278699
1362658,4.56114E+15,CC,1,4414.23,0,,563.9525,,8,,,,,,,,,0
1362698,13626982,CK,1,6322.89,175.55,,,,,-228.704,473.43125,60,16,,,,,0.027764203
1363176,13631763,SV,1,175.29,128.07,,,,,,,,,-54.86181818,39.73285714,11,14,0.730617833
1363048,13630482,CK,1,403.5,274.93,,,,,-109.8662857,540.1478571,70,14,,,,,0.681363073
1362805,13628053,SV,1,124.1,232.15,,,,,,,,,-101.6569231,62.16391304,13,23,1.870668815
1363334,13633342,CK,1,150.98,0.22,,,,,-53.411,218.1357143,60,14,,,,,0.001457147
1363086,4.56114E+15,CC,1,2401.95,130.9,-109.2127778,358.6058333,18,12,,,,,,,,,0.054497388
1363296,13632962,CK,1,2505.07,1.55,,,,,-110.6929091,188.6626316,55,19,,,,,0.000618745
1363262,13632622,CK,0,436.88,244.53,,,,,-91.08078125,469.735,64,12,,,,,0.559718916
1363462,13634623,SV,1,299.07,2034.99,,,,,,,,,-122.96,116.9333333,3,18,6.80439362
1362523,13625233,SV,1,262.21,127.38,,,,,,,,,-78.2,24.26882353,7,17,0.485793829
1362903,4.56114E+15,CC,1,1559.94,1500,-76.35,151.7083333,20,12,,,,,,,,,0.961575445
1363302,4.56114E+15,CC,0,1731.39,0,-237.5585714,875.22,7,4,,,,,,,,,0
1362659,13626593,SV,1,575.93,315.94,,,,,,,,,-99.31272727,68.74928571,22,28,0.548573611
1363337,13633373,SV,1,531.48,7766.05,,,,,,,,,-530.2090909,483.9581481,11,27,14.61212087
1363214,13632142,CK,1,4244.28,134.88,,,,,-109.6588525,151.7523529,61,17,,,,,0.031779242
1363343,13633433,SV,1,603.82,2007.65,,,,,,,,,-108.9493333,116.8523077,15,26,3.32491471
1363164,13631643,SV,1,169.19,258.05,,,,,,,,,-85.97642857,71.80722222,14,18,1.525208346
1363365,4.56114E+15,CC,1,0,2100,-242.962,402.105,15,4,,,,,,,,,
1363394,13633943,SV,1,2238.98,2270.28,,,,,,,,,-139.84,59.42235294,7,17,1.01397958
1362693,13626932,CK,1,2597.86,659.45,,,,,-82.4462069,167.2629412,58,17,,,,,0.253843548
1362920,4.56114E+15,CC,1,0,0,,,,,,,,,,,,,
1363400,13634002,CK,1,300.87,1824.79,,,,,-147.2941429,910.3469231,70,13,,,,,6.065044704
1362975,13629752,CK,0,258.05,282.92,,,,,-102.6862903,426.0946667,62,15,,,,,1.096376671
1363037,13630372,CK,1,2581.35,182.95,,,,,-154.5827869,305.7021739,61,23,,,,,0.070873768
1363173,13631733,SV,0,984.06,382.8,,,,,,,,,-262.54,47.42933333,5,15,0.389000671
1363043,13630432,CK,1,4418.22,701.33,,,,,-142.3729508,225.8118182,61,22,,,,,0.158735871
1363215,13632153,SV,1,924,2689.95,,,,,,,,,-130,120.3131579,4,19,2.911201299
1362644,13626442,CK,1,312.72,382.47,,,,,-63.59304348,191.54875,23,8,,,,,1.223042978
1362671,13626713,SV,1,153.64,83.19,,,,,,,,,-77.774,54.808,15,20,0.541460557
1362682,13626822,CK,1,4024.65,345.89,,,,,-129.4097297,61.63333333,37,18,,,,,0.085942877
1363253,4.56114E+15,CC,1,1688.39,2000,-245.2802703,736.3825,37,12,,,,,,,,,1.184560439
1363010,13630102,CK,1,149.83,1574.39,,,,,-40.63333333,234.9033333,69,18,,,,,10.50784222
1363083,4.56114E+15,CC,1,0,969.94,-129.1160606,371.0622222,33,9,,,,,,,,,
1362763,4.56114E+15,CC,1,0,160,-133.8321739,486.3566667,23,6,,,,,,,,,
1363095,13630953,SV,1,2042.54,868.08,,,,,,,,,-141.3036364,25.37333333,11,15,0.425000245
1362772,13627722,CK,1,4135.59,18.3,,,,,-129.0859677,215.8911111,62,18,,,,,0.004425003
