cust_id,income,age,years_with_bank,nbr_children,gender,marital_status,state_code,cc_acct_nbr,cc_acct_active,cc_starting_balance,cc_ending_balance,cc_av_wd,cc_av_pm,cc_n_wd,cc_n_pm,cc_end_start_ratio,cq_av_wd,cq_av_dp,cq_n_wd,cq_n_dp,cq_end_start_ratio,cq_acct_nbr,cq_acct_active,cq_starting_balance,cq_ending_balance,sv_av_wd,sv_av_dp,sv_n_wd,sv_n_dp,sv_end_start_ratio,sv_acct_nbr,sv_acct_active,sv_starting_balance,sv_ending_balance
1362685,34080,49,2,0,F ,1,TX  ,4561143213626850.0,1.0,0.0,1208.1,-223.69516129032257,826.34,31.0,7.0,,-89.72,351.82625,62.0,16.0,1.1478898267436697,13626852.0,1.0,450.2,516.78,-146.07571428571427,142.5035294117647,7.0,17.0,5.1747077767175576,13626853.0,1.0,335.36,1735.39
1362868,14877,33,3,3,F ,2,IL  ,4561143213628680.0,1.0,691.83,1000.0,-117.12894736842104,349.4558333333334,38.0,12.0,1.4454417992859516,-69.08058823529412,265.3252631578948,68.0,19.0,2.294540933579474,13628682.0,1.0,265.43,609.04,,,,,,,,,
1363154,2925,29,8,2,F ,4,CA  ,,,,,,,,,,-46.1188524590164,180.22666666666663,61.0,15.0,0.1562981213427779,13631542.0,1.0,129.88,20.3,,,,,,,,,
1363337,84335,43,3,4,F ,4,CA  ,,,,,,,,,,-293.06880597014924,560.1,67.0,22.0,0.1389961208139815,13633372.0,1.0,8494.05,1180.64,-530.209090909091,483.9581481481481,11.0,27.0,14.61212087002333,13633373.0,1.0,531.48,7766.05
1362950,11935,60,0,0,F ,2,KY  ,4561143213629500.0,1.0,0.0,162.95,-116.66666666666669,89.94666666666666,6.0,6.0,,-0.75,,1.0,,0.9954259925596146,13629502.0,1.0,163.97,163.22,-62.91,49.99315789473684,1.0,19.0,2.34743110624981,13629503.0,1.0,658.26,1545.22
1362929,83295,58,8,1,M ,4,TX  ,4561143213629290.0,1.0,0.0,4200.0,-406.8277777777778,1158.5633333333333,27.0,6.0,,-171.46857142857144,576.7976470588235,63.0,17.0,0.0202926464952191,13629292.0,1.0,1017.61,20.65,-424.9983333333334,270.327,12.0,20.0,1.249383780617765,13629293.0,1.0,1229.27,1535.83
1362542,43900,36,6,2,F ,2,NY  ,4561143213625420.0,0.0,2169.53,20.0,-20.0,189.4908333333333,1.0,12.0,0.0092185865141297,-118.98058823529412,393.2266666666667,34.0,3.0,0.0,13625422.0,1.0,2865.66,0.0,-283.44,109.0625,4.0,20.0,2.7221491083766534,13625423.0,1.0,607.88,1654.74
1362725,68933,52,2,1,M ,3,MO  ,4561143213627250.0,1.0,0.0,1939.63,-375.903125,1125.4788888888888,32.0,9.0,,-187.68783783783783,720.1614285714286,74.0,14.0,0.0122834057260286,13627252.0,1.0,3853.98,47.34,-921.365,145.73764705882354,4.0,17.0,0.9301918349089372,13627253.0,1.0,17303.42,16095.5
1363276,16422,32,2,3,M ,2,MO  ,,,,,,,,,,,,,,,,,,,-90.11,107.4925,15.0,24.0,2.5079767590723328,13632763.0,1.0,812.36,2037.38
1363194,24275,55,5,1,F ,3,MO  ,4561143213631940.0,0.0,3076.55,82.15,-130.42428571428573,570.3342857142857,7.0,7.0,0.0267019876159984,,,,,,,,,,-91.2875,87.18857142857142,4.0,7.0,2.164703087885986,13631943.0,0.0,210.5,455.67
1362664,30676,46,4,5,M ,4,CA  ,4561143213626640.0,1.0,0.0,1052.38,-191.6842857142857,868.1899999999999,28.0,5.0,,-208.51703703703703,350.09392857142853,54.0,28.0,0.6480774896521081,13626642.0,1.0,4140.94,2683.65,,,,,,,,,
1363133,12823,66,6,0,F ,1,OK  ,4561143213631330.0,1.0,1656.7,0.0,,1675.89,,1.0,0.0,-76.47730769230769,26.718333333333334,26.0,12.0,0.3904068046796787,13631332.0,0.0,2736.94,1068.52,-60.0,60.50764705882352,2.0,17.0,6.230428275385678,13631333.0,1.0,173.72,1082.35
1362643,6356,18,3,0,F ,1,NY  ,4561143213626430.0,0.0,1536.24,559.57,-144.884375,828.1525,16.0,4.0,0.3642464719054314,-117.91,54.76625,28.0,16.0,0.4339748973497574,13626432.0,1.0,4286.4,1860.19,-56.465,48.74333333333333,4.0,12.0,3.644424804831345,13626433.0,0.0,135.78,494.84
1363398,13811,50,0,0,F ,3,NB  ,4561143213633980.0,1.0,0.0,1000.0,-121.57066666666668,92.84,15.0,10.0,,-116.48763636363635,145.32185185185185,55.0,27.0,0.033523271292123,13633982.0,1.0,2569.26,86.13,,,,,,,,,
1363377,5488,33,3,3,F ,2,CA  ,4561143213633770.0,1.0,332.67,844.08,-123.4082,474.4925,50.0,12.0,2.537289205518982,-101.50563636363636,111.0425925925926,55.0,27.0,0.0536402114852297,13633772.0,1.0,2731.16,146.5,-125.252,105.77764705882352,5.0,17.0,2.917058159139644,13633773.0,1.0,610.91,1782.06
1362990,0,16,1,0,F ,1,TX  ,4561143213629900.0,1.0,758.95,1426.93,-134.07796610169493,609.2616666666667,59.0,12.0,1.880137031424995,-117.72265625,266.7495,64.0,20.0,0.2214126909950861,13629902.0,0.0,2824.68,625.42,-41.2695652173913,90.54142857142855,23.0,21.0,6.9177750155376,13629903.0,1.0,160.9,1113.07
1363173,27649,58,8,1,M ,2,CA  ,4561143213631730.0,1.0,345.94,1400.0,-97.5732,130.94333333333336,25.0,12.0,4.046944556859571,-45.57972972972973,240.83642857142857,74.0,14.0,0.9914738124238732,13631732.0,1.0,139.57,138.38,-262.54,47.42933333333334,5.0,15.0,0.3890006706908115,13631733.0,0.0,984.06,382.8
1363459,11944,40,0,1,M ,2,OR  ,4561143213634590.0,1.0,0.0,3000.0,-130.78192307692308,200.6,26.0,2.0,,,,,,,,,,,,,,,,,,,
1362765,2769,18,3,0,F ,1,CA  ,4561143213627650.0,1.0,902.92,999.18,-128.90854545454545,583.8691666666667,55.0,12.0,1.1066096664156293,-101.76666666666668,307.46117647058827,69.0,17.0,0.3137415319682535,13627652.0,1.0,2615.72,820.66,-87.03,151.61,7.0,12.0,8.909215686274509,13627653.0,0.0,153.0,1363.11
1363255,17559,51,1,0,F ,2,CA  ,,,,,,,,,,-54.2275,191.43666666666664,68.0,18.0,0.0780707444575876,13632552.0,1.0,262.07,20.46,,,,,,,,,
1363234,12202,79,9,0,M ,2,TN  ,4561143213632340.0,1.0,0.0,3000.0,-124.0635294117647,1218.16,34.0,1.0,,-53.17246153846154,194.875,65.0,16.0,0.0844342176502436,13632342.0,1.0,369.4,31.19,-36.795,62.45125,6.0,16.0,6.562741174789196,13632343.0,1.0,139.94,918.39
1363316,18144,28,5,0,F ,1,KY  ,4561143213633160.0,1.0,770.33,1000.0,-83.77199999999999,97.80916666666668,15.0,12.0,1.2981449508652136,-49.88426470588235,281.55333333333334,68.0,15.0,8.162171477811288,13633162.0,1.0,116.05,947.22,-131.56333333333333,39.20611111111111,3.0,18.0,1.977927304741541,13633163.0,1.0,318.04,629.06
1362622,34797,69,9,0,M ,1,CA  ,4561143213626220.0,0.0,2308.5,406.96,-182.79117647058823,1169.115714285714,34.0,7.0,0.1762876326619016,-207.866875,431.4468181818182,64.0,22.0,0.1893830001254713,13626222.0,1.0,4702.27,890.53,-115.31666666666666,174.10653846153843,3.0,26.0,1.453286987143486,13626223.0,1.0,9223.34,13404.16
1363112,13295,38,8,3,F ,2,CA  ,4561143213631120.0,1.0,852.02,0.0,,98.2988888888889,,9.0,0.0,-98.30101694915254,171.92,59.0,24.0,0.3933007382815473,13631122.0,1.0,2759.11,1085.16,,,,,,,,,
1363091,0,15,0,0,M ,1,TX  ,,,,,,,,,,,,,,,,,,,,2.9,,12.0,1.0151049533829886,13630913.0,1.0,2303.88,2338.68
1362500,56708,40,0,0,M ,1,TX  ,,,,,,,,,,-159.89714285714285,1413.275,14.0,2.0,1.6665419713200704,13625002.0,1.0,882.15,1470.14,,0.4175,,12.0,1.015136866275908,13625003.0,1.0,330.98,335.99
1362887,79057,57,6,0,M ,3,TN  ,,,,,,,,,,-191.97785714285715,804.4705555555556,70.0,18.0,1.7522741055184958,13628872.0,1.0,1385.16,2427.18,-332.85181818181815,666.5818181818181,11.0,11.0,7.202111843216761,13628873.0,0.0,591.9,4262.93
1362969,75121,58,8,0,F ,4,IL  ,4561143213629690.0,1.0,2558.49,3800.0,-377.0036363636364,959.7966666666669,33.0,12.0,1.4852510660584957,,,,,,,,,,-244.29142857142853,448.15318181818185,21.0,22.0,5.446915344761116,13629693.0,1.0,1063.49,5792.74
1363356,12258,39,9,3,F ,2,CA  ,4561143213633560.0,1.0,482.15,1000.0,-86.13439024390244,254.53333333333333,41.0,12.0,2.0740433475059628,-59.14046875,66.18294117647059,64.0,17.0,0.0038686095850139,13633562.0,1.0,2670.21,10.33,-82.777,36.33578947368421,10.0,19.0,0.5186897880539499,13633563.0,1.0,285.45,148.06
1363438,2644,23,2,1,M ,2,TX  ,4561143213634380.0,1.0,1018.92,684.3,-112.53567567567566,378.1783333333333,37.0,12.0,0.6715934518902367,-54.81123076923077,229.970625,65.0,16.0,1.8458864426419463,13634382.0,1.0,138.08,254.88,-88.22888888888889,43.230588235294114,9.0,17.0,0.617068117068117,13634383.0,1.0,154.44,95.3
1362948,28864,59,9,1,M ,4,CA  ,4561143213629480.0,1.0,1393.56,813.51,-138.5605882352941,446.58166666666665,34.0,12.0,0.5837638853009558,-150.645,249.041,54.0,20.0,0.1494865654898661,13629482.0,1.0,3708.36,554.35,,,,,,,,,
1362826,0,15,0,0,F ,1,CA  ,,,,,,,,,,,,,,,,,,,-83.14000000000001,41.30647058823529,5.0,17.0,3.06761925380674,13628263.0,1.0,138.57,425.08
1362744,3618,89,9,0,F ,2,WI  ,4561143213627440.0,1.0,328.5,682.28,-130.81716666666665,624.99,60.0,12.0,2.0769558599695586,-45.551617647058826,181.42529411764707,68.0,17.0,0.9394188221340268,13627442.0,1.0,219.21,205.93,-104.640625,111.46433333333331,16.0,30.0,14.091422298886624,13627443.0,1.0,127.54,1797.22
1363295,4391,66,6,0,F ,4,AZ  ,4561143213632950.0,1.0,969.91,1000.0,-60.22055555555556,100.65083333333332,18.0,12.0,1.0310234970254972,-33.19878787878788,150.52,33.0,6.0,0.2629361522846528,13632952.0,0.0,261.09,68.65,-127.15833333333336,50.26294117647059,6.0,17.0,1.70044390019899,13632953.0,1.0,130.66,222.18
1363213,38010,60,0,0,M ,2,OH  ,4561143213632130.0,1.0,0.0,1046.11,-239.43133333333336,775.2262499999999,30.0,8.0,,,,,,,,,,,,0.36,,12.0,1.0151366503153472,13632133.0,1.0,285.4,289.72
1362683,44288,34,4,1,F ,2,CA  ,4561143213626830.0,1.0,2896.67,5359.08,-237.7095867768595,2205.09,121.0,12.0,1.8500830263716608,,,,,,,,,,,,,,,,,,
1363070,5808,19,1,0,F ,1,IL  ,4561143213630700.0,1.0,390.58,774.22,-109.12703703703704,215.1508333333333,27.0,12.0,1.9822315530749144,-29.92,257.3,14.0,2.0,1.4509776207302711,13630702.0,1.0,212.25,307.97,,2.6008333333333336,,12.0,1.0304014059582365,13630703.0,1.0,819.37,844.28
1362540,49731,62,2,0,F ,2,IL  ,,,,,,,,,,-262.3181967213115,313.54090909090905,61.0,22.0,0.1427036423872242,13625402.0,1.0,10618.86,1515.35,,,,,,,,,
1363335,2807,54,2,0,F ,2,MN  ,4561143213633350.0,1.0,134.18,806.94,-103.67823529411764,239.8375,34.0,12.0,6.013861976449546,-49.086666666666666,224.13071428571428,66.0,14.0,0.3918104220139676,13633352.0,1.0,167.53,65.64,,,,,,,,,
1363009,95585,53,3,1,M ,2,CO  ,,,,,,,,,,-495.5805,294.205,20.0,22.0,0.7290517559913746,13630092.0,1.0,12692.83,9253.73,,,,,,,,,
1362805,4626,78,8,0,F ,3,NY  ,4561143213628050.0,1.0,282.88,300.0,-108.57142857142856,275.1690909090909,28.0,11.0,1.0605203619909502,-49.96586666666667,233.53466666666665,75.0,15.0,0.0569488386449571,13628052.0,1.0,259.18,14.76,-101.65692307692308,62.16391304347826,13.0,23.0,1.8706688154713944,13628053.0,1.0,124.1,232.15
1363192,10151,34,4,0,M ,4,CA  ,4561143213631920.0,1.0,339.72,1000.0,-86.26263157894736,92.63083333333331,19.0,12.0,2.943600612268927,-56.90266666666666,164.67384615384617,60.0,13.0,0.0325546058879392,13631922.0,1.0,1316.25,42.85,,,,,,,,,
1362662,4604,65,5,0,F ,2,NY  ,,,,,,,,,,-99.15564516129032,173.15666666666667,62.0,21.0,0.05243503615494,13626622.0,1.0,2651.09,139.01,,,,,,,,,
1362784,55678,43,3,5,M ,2,MO  ,4561143213627840.0,1.0,2555.71,2764.67,-300.7042857142857,710.4783333333334,28.0,12.0,1.0817620152521217,-273.4616949152542,465.7033333333334,59.0,21.0,0.1470609551828548,13627842.0,1.0,7450.72,1095.71,,,,,,,,,
1363253,39291,58,8,1,F ,4,IL  ,4561143213632530.0,1.0,1688.39,2000.0,-245.28027027027025,736.3825,37.0,12.0,1.1845604392350109,-151.7035,210.974,60.0,25.0,0.237355031389527,13632532.0,1.0,5019.19,1191.33,-140.99857142857144,90.43875,7.0,16.0,1.3703500829695026,13632533.0,0.0,1241.42,1701.18
1363457,86744,57,7,0,M ,2,VA  ,4561143213634570.0,1.0,3028.68,4626.88,-506.225,1742.6575,44.0,12.0,1.5276886300302444,-445.0064406779661,730.412380952381,59.0,21.0,0.1029352795590425,13634572.0,1.0,12169.88,1252.71,-337.48,185.199375,4.0,16.0,2.1397576742378748,13634573.0,1.0,1415.45,3028.72
1362641,3419,28,7,0,F ,1,OH  ,4561143213626410.0,1.0,502.37,172.99,-98.43882352941176,200.866,17.0,10.0,0.3443477914684396,-66.89666666666668,62.05642857142856,30.0,14.0,0.5791730270963544,13626412.0,1.0,2705.53,1566.97,,0.179090909090909,,11.0,1.014076455877099,13626413.0,0.0,139.95,141.92
1362580,29363,36,6,3,F ,4,CA  ,4561143213625800.0,1.0,448.96,1500.0,-119.73761904761903,138.42416666666665,21.0,12.0,3.3410548823948685,-61.71173913043478,355.62454545454545,69.0,11.0,0.079662954201111,13625802.0,1.0,376.21,29.97,-127.68,42.02357142857143,7.0,14.0,0.3485132886822234,13625803.0,1.0,468.82,163.39
1362845,73785,43,2,3,M ,4,CA  ,4561143213628450.0,0.0,3691.23,20.0,-20.0,321.6691666666666,1.0,12.0,0.005418248117836,,,,,,,,,,,,,,,,,,
1363375,11004,72,2,0,F ,2,WI  ,,,,,,,,,,-39.62630769230769,189.7492307692308,65.0,13.0,0.6133073101490419,13633752.0,1.0,281.8,172.83,,,,,,,,,
1363314,11375,26,5,1,M ,2,TX  ,4561143213633140.0,1.0,2393.16,366.31,-89.65829787234041,522.3758333333334,47.0,12.0,0.1530654030654031,-73.95206349206349,135.70999999999998,63.0,21.0,0.1284517679699052,13633142.0,1.0,2076.11,266.68,,,,,,,,,
1362498,9849,60,0,0,F ,2,NY  ,,,,,,,,,,-44.53975,286.74666666666667,40.0,6.0,0.7385892116182572,13624982.0,1.0,233.77,172.66,,2.861666666666667,,12.0,1.0151043980453132,13624983.0,1.0,2273.51,2307.85
1362702,19789,39,9,0,M ,1,KY  ,,,,,,,,,,-58.453859649122805,202.5064705882353,57.0,17.0,1.3480201131363925,13627022.0,1.0,318.2,428.94,-99.25461538461538,37.76,13.0,16.0,0.0179338180569073,13627023.0,1.0,698.68,12.53
1362763,21198,50,0,1,F ,2,CA  ,4561143213627630.0,1.0,0.0,160.0,-133.83217391304348,486.3566666666666,23.0,6.0,,-38.60395833333333,74.07190476190476,48.0,21.0,0.0090606262491672,13627632.0,1.0,300.2,2.72,,,,,,,,,
1363171,36873,59,9,0,F ,2,WI  ,4561143213631710.0,1.0,1396.7,1800.0,-103.68954545454544,178.8766666666667,22.0,12.0,1.2887520584234269,-195.86111111111111,349.2704761904762,63.0,21.0,0.0035203345114241,13631712.0,1.0,5022.25,17.68,,,,,,,,,
1363232,9614,65,5,0,F ,2,NY  ,4561143213632320.0,1.0,0.0,1000.0,-126.38772727272728,449.86,22.0,4.0,,,,,,,,,,,,,,,,,,,
1362967,5022,84,4,0,M ,2,TX  ,,,,,,,,,,-65.54314285714287,312.606,70.0,15.0,1.5930641943433872,13629672.0,1.0,170.42,271.49,,,,,,,,,
1362620,29995,31,1,0,M ,2,TX  ,,,,,,,,,,-180.97017543859647,301.17952380952386,57.0,21.0,0.0574078142088119,13626202.0,1.0,4233.57,243.04,,,,,,,,,
1363436,6105,26,5,1,F ,2,TN  ,,,,,,,,,,-35.92135593220339,121.94875,59.0,16.0,0.5655498437136731,13634362.0,1.0,387.11,218.93,,,,,,,,,
1362824,69432,58,8,2,F ,2,CA  ,4561143213628240.0,1.0,10593.21,959.72,-397.6029411764706,1959.2883333333336,34.0,12.0,0.0905976564233126,-171.85703125,563.281111111111,64.0,18.0,0.0045616106885253,13628242.0,1.0,863.73,3.94,,,,,,,,,
1363354,12621,66,6,0,F ,4,NY  ,4561143213633540.0,1.0,2718.93,3000.0,-83.68483870967742,224.8083333333333,31.0,12.0,1.1033752248127022,-64.76314285714285,235.804,70.0,15.0,0.0467826186786062,13633542.0,1.0,1045.26,48.9,-103.723,77.11653846153845,10.0,26.0,7.499227721442482,13633543.0,1.0,148.91,1116.71
1362681,30224,73,3,0,M ,2,CA  ,,,,,,,,,,,,,,,,,,,-361.66125,131.7276,8.0,25.0,1.1227614837546132,13626813.0,1.0,3232.61,3629.45
1362742,18785,28,7,0,M ,1,MN  ,4561143213627420.0,1.0,2540.56,15.74,-99.31857142857145,271.92583333333334,7.0,12.0,0.006195484460119,-7.279411764705882,3.249166666666667,17.0,12.0,0.9679839239712624,13627422.0,1.0,2647.42,2562.66,-55.0,62.763333333333335,4.0,15.0,6.845118391177425,13627423.0,1.0,123.32,844.14
1363150,0,14,6,0,F ,1,CA  ,,,,,,,,,,,,,,,,,,,-121.396875,74.22428571428573,16.0,28.0,1.580178411370524,13631503.0,1.0,234.29,370.22
1363211,44472,47,6,0,F ,1,CA  ,4561143213632110.0,0.0,1724.93,112.99,-269.62666666666667,622.1133333333333,21.0,12.0,0.0655041074130544,,,,,,,,,,,,,,,,,,
1363415,0,16,1,0,F ,1,OH  ,,,,,,,,,,-80.71266666666666,102.2057142857143,60.0,21.0,0.0078775502695145,13634152.0,1.0,2717.85,21.41,,,,,,,,,
1363068,57612,58,8,2,M ,2,IL  ,4561143213630680.0,0.0,2143.15,20.0,-299.1217647058824,1141.5181818181818,34.0,11.0,0.0093320579520798,,,,,,,,,,,,,,,,,,
1362925,15077,74,4,0,F ,2,MD  ,4561143213629250.0,1.0,264.68,602.03,-109.09666666666666,275.585,33.0,12.0,2.274557956777996,,,,,,,,,,-127.36333333333332,105.72454545454546,9.0,22.0,2.989026202052944,13629253.0,1.0,592.32,1770.46
1363394,12722,49,9,0,F ,1,CA  ,4561143213633940.0,1.0,0.0,1000.0,-95.26133333333334,79.41333333333334,15.0,6.0,,,,,,,,,,,-139.84,59.42235294117647,7.0,17.0,1.0139795799873157,13633943.0,1.0,2238.98,2270.28
1363272,22758,30,0,2,F ,2,CA  ,4561143213632720.0,1.0,0.0,1016.12,-88.88888888888889,347.97,27.0,4.0,,-61.93927272727272,153.81333333333333,55.0,21.0,0.5251821775256125,13632722.0,1.0,371.89,195.31,-180.53076923076924,115.7152,13.0,25.0,4.29240788759573,13632723.0,1.0,165.83,711.81
1362782,29579,43,3,0,M ,1,CA  ,4561143213627820.0,1.0,216.82,1136.06,-142.74885714285713,344.69166666666666,35.0,12.0,5.239645789133844,-87.43136363636364,402.8735714285714,66.0,14.0,0.2420856610800744,13627822.0,0.0,171.84,41.6,-40.0,18.485333333333333,4.0,15.0,1.7774610540271794,13627823.0,1.0,150.85,268.13
1362864,17612,30,0,3,F ,4,NY  ,4561143213628640.0,1.0,0.0,0.0,,,,,,-46.11634146341464,276.64125,41.0,8.0,3.054164277066208,13628642.0,1.0,156.93,479.29,,0.22,,12.0,1.015182011616539,13628643.0,1.0,173.89,176.53
1363251,18597,19,4,0,M ,1,CA  ,,,,,,,,,,-110.64018518518516,163.34916666666666,54.0,24.0,0.1819072150583439,13632512.0,1.0,2511.83,456.92,-162.6130769230769,83.47923076923077,13.0,26.0,1.0111639619473978,13632513.0,1.0,5003.6,5059.46
1363333,16865,19,4,0,F ,1,MN  ,,,,,,,,,,-39.01661290322581,157.3135714285714,62.0,14.0,0.0195066757184883,13633332.0,1.0,220.95,4.31,-116.40142857142855,72.38678571428571,7.0,28.0,2.766761508718173,13633333.0,1.0,685.35,1896.2
1363047,14891,43,3,4,M ,2,OK  ,,,,,,,,,,,,,,,,,,,-84.42,55.74363636363637,4.0,11.0,2.9398676242782704,13630473.0,0.0,142.02,417.52
1363129,10430,26,5,0,F ,1,NY  ,4561143213631290.0,1.0,0.0,335.42,-112.29642857142858,156.52125,14.0,8.0,,-69.23098039215687,48.2765,51.0,20.0,0.03328397629355,13631292.0,1.0,2654.13,88.34,,,,,,,,,
1362721,7777,18,3,0,F ,1,CA  ,4561143213627210.0,1.0,0.0,1000.0,-93.55090909090907,533.08,22.0,2.0,,,,,,,,,,,-69.08666666666666,18.463125,6.0,16.0,0.2881730711767166,13627213.0,1.0,167.33,48.22
1363108,27814,24,3,2,F ,2,TX  ,4561143213631080.0,1.0,1149.32,458.67,-123.8095238095238,277.3625,21.0,12.0,0.3990794556781401,-0.75,,5.0,,0.9862405518456008,13631082.0,1.0,272.54,268.79,-90.59333333333332,45.57333333333334,6.0,15.0,1.6363140676117776,13631083.0,1.0,220.08,360.12
1362986,41650,30,0,3,M ,3,MA  ,4561143213629860.0,1.0,0.0,1932.1,-253.73166666666663,125.24888888888889,12.0,9.0,,-200.9607692307692,84.26882352941176,13.0,17.0,0.7990209270873432,13629862.0,1.0,5870.86,4690.94,-263.9271428571429,65.95117647058824,7.0,17.0,0.3740346285310856,13629863.0,1.0,1161.47,434.43
1362904,18891,69,9,0,M ,3,IN  ,4561143213629040.0,1.0,1445.69,679.69,-147.30882352941177,487.52,34.0,12.0,0.4701492021111026,-52.72,211.97375,61.0,16.0,1.6137237090350078,13629042.0,1.0,286.22,461.88,,0.25,,12.0,1.0150829562594268,13629043.0,1.0,198.9,201.9
1363455,37471,55,5,1,F ,2,MD  ,4561143213634550.0,1.0,0.0,5192.98,-254.88380952380956,159.58,21.0,1.0,,,,,,,,,,,-0.75,0.3191666666666666,1.0,12.0,1.0122309586212377,13634553.0,1.0,251.82,254.9
1362496,0,13,2,0,M ,1,TX  ,,,,,,,,,,,,,,,,,,,,0.31,,12.0,1.0150400258753134,13624963.0,1.0,247.34,251.06
1362578,0,17,2,0,F ,1,PA  ,4561143213625780.0,1.0,136.14,731.2,-121.85264705882352,298.0891666666667,34.0,12.0,5.370941677684737,-88.87033898305086,123.21391304347826,59.0,23.0,0.0807596781516227,13625782.0,1.0,2621.11,211.68,-95.125,55.00333333333334,4.0,18.0,3.4008833155881537,13625783.0,1.0,253.59,862.43
1362843,27303,59,9,1,F ,3,MA  ,,,,,,,,,,-139.6525396825397,389.4221739130434,63.0,23.0,1.0423075486696864,13628432.0,1.0,3748.74,3907.34,-146.868,39.836470588235294,5.0,17.0,0.7965687143312892,13628433.0,1.0,282.11,224.72
1362761,13515,23,2,1,M ,4,WI  ,4561143213627610.0,1.0,780.93,0.0,,114.26714285714286,,7.0,0.0,-77.9986046511628,50.863125,43.0,16.0,0.0032210225667744,13627612.0,1.0,2548.88,8.21,-118.768,20.60333333333333,5.0,15.0,0.6326735864870093,13627613.0,1.0,775.55,490.67
1363312,29335,50,0,0,F ,2,CA  ,4561143213633120.0,1.0,0.0,4400.0,-150.374,1554.8733333333332,60.0,3.0,,,,,,,,,,,,,,,,,,,
1363230,5940,28,3,1,F ,2,KY  ,,,,,,,,,,-91.70942307692307,122.7159090909091,52.0,22.0,0.2103784889445203,13632302.0,1.0,2620.42,551.28,,,,,,,,,
1362700,6195,75,5,0,F ,4,CA  ,4561143213627000.0,1.0,369.78,107.4,-143.2641176470588,226.86,17.0,12.0,0.2904429660879442,-21.07875,120.796875,8.0,16.0,1.6462191061243778,13627002.0,1.0,2729.91,4494.03,,0.3899999999999999,,12.0,1.015038560411311,13627003.0,1.0,311.2,315.88
1362822,13750,19,1,0,M ,1,IL  ,4561143213628220.0,1.0,0.0,1000.0,-105.26315789473684,1000.0,19.0,1.0,,-108.70483333333333,268.3882352941177,60.0,17.0,0.5238836829049633,13628222.0,1.0,4115.99,2156.3,-136.52625,79.59125,16.0,32.0,3.2525321568383765,13628223.0,1.0,160.93,523.43
1363169,13113,19,4,0,F ,1,IL  ,4561143213631690.0,1.0,1729.57,0.0,,1749.6,,1.0,0.0,-27.78212121212121,124.635,33.0,6.0,0.0,13631692.0,0.0,169.0,0.0,,0.19,,12.0,1.0150455325326646,13631693.0,1.0,151.54,153.82
1363434,41069,57,7,0,M ,1,NY  ,,,,,,,,,,-214.39672413793105,395.17944444444447,58.0,18.0,0.0042156985653901,13634342.0,1.0,5344.31,22.53,-182.91333333333333,294.794,3.0,10.0,8.296393163432882,13634343.0,0.0,328.82,2728.02
1363087,3400,18,3,0,F ,1,OK  ,4561143213630870.0,1.0,91.29,1000.0,-88.39947368421052,72.43,19.0,12.0,10.954102311315587,-51.17840579710145,216.0993333333333,69.0,15.0,0.0962330048646625,13630872.0,1.0,320.68,30.86,,,,,,,,,
1362557,19282,40,0,4,M ,4,CA  ,4561143213625570.0,1.0,0.0,1000.0,-157.14285714285714,100.0,7.0,1.0,,-84.8321052631579,149.35105263157894,57.0,19.0,0.068550811785929,13625572.0,1.0,2145.27,147.06,-163.98555555555558,42.3405,9.0,20.0,0.098664603392939,13625573.0,1.0,697.92,68.86
1363352,5772,18,3,0,M ,1,TX  ,4561143213633520.0,1.0,700.99,906.54,-118.90744680851066,451.2808333333333,47.0,12.0,1.293228148761038,-68.48092307692308,267.476,65.0,15.0,0.6597472434660655,13633522.0,1.0,1290.57,851.45,-55.086666666666666,82.75666666666667,6.0,15.0,1.4466166519564578,13633523.0,1.0,2039.4,2950.23
1363026,49435,44,4,4,M ,2,FL  ,4561143213630260.0,1.0,1421.82,2500.0,-207.91627906976743,678.0675,43.0,12.0,1.7583097719823888,-133.695593220339,410.61375,59.0,24.0,3.528724252320827,13630262.0,1.0,777.74,2744.43,,,,,,,,,
1363413,9146,80,0,0,M ,4,FL  ,,,,,,,,,,-36.930757575757575,161.83133333333333,66.0,15.0,0.9297453622063906,13634132.0,1.0,141.77,131.81,,,,,,,,,
1363495,19639,36,3,3,F ,3,CA  ,,,,,,,,,,-96.40491228070177,122.7308,57.0,25.0,0.0685091863718532,13634952.0,1.0,2605.49,178.5,-93.24,60.61739130434783,10.0,23.0,1.1986562728799688,13634953.0,1.0,2321.9,2783.16
1363209,32739,59,9,0,F ,1,MI  ,4561143213632090.0,1.0,1523.62,1600.0,-102.3064705882353,158.9416666666667,17.0,12.0,1.0501306099946182,-73.00611111111111,406.6458333333333,72.0,12.0,0.1862389284942752,13632092.0,0.0,462.9,86.21,-307.02500000000003,132.26142857142858,4.0,21.0,6.852922286448298,13632093.0,0.0,264.69,1813.9
1363291,34855,40,0,2,M ,4,TX  ,4561143213632910.0,1.0,0.0,5014.14,-240.0112765957447,1053.5416666666667,47.0,6.0,,-159.28762711864405,213.7707692307692,59.0,26.0,0.1195123293450795,13632912.0,1.0,4361.14,521.21,-55.40625,48.36529411764706,8.0,17.0,2.37994319423203,13632913.0,1.0,274.62,653.58
1362801,12485,24,3,2,M ,4,GA  ,4561143213628010.0,1.0,393.8,45.23,-115.52666666666669,117.07333333333332,9.0,12.0,0.1148552564753681,-47.98722222222222,115.43736842105262,54.0,19.0,0.0,13628012.0,1.0,398.0,0.0,,,,,,,,,
