cust_id,acct_nbr,acct_type,account_active,starting_balance,ending_balance,cc_av_wd,cc_av_pm,cc_n_wd,cc_n_pm,cq_av_wd,cq_av_dp,cq_n_wd,cq_n_dp,sv_av_wd,sv_av_dp,sv_n_wd,sv_n_dp,end_start_ratio
1363307,13633073,SV,0,304.25,265.35,,,,,,,,,-96.78818181818183,60.33941176470588,11.0,17.0,0.8721446179129007
1363173,13631732,CK,1,139.57,138.38,,,,,-45.57972972972973,240.83642857142857,74.0,14.0,,,,,0.9914738124238733
1362881,4561143213628810,CC,1,490.96,440.26,-115.5763157894737,553.7883333333333,57.0,12.0,,,,,,,,,0.8967329313997067
1363352,4561143213633520,CC,1,700.99,906.54,-118.90744680851066,451.2808333333333,47.0,12.0,,,,,,,,,1.293228148761038
1363199,13631992,CK,0,2548.35,1248.05,,,,,-100.66523809523808,54.25066666666667,21.0,15.0,,,,,0.4897482684874527
1362520,13625202,CK,1,579.16,333.11,,,,,-111.12426470588235,609.1999999999999,68.0,12.0,,,,,0.5751605773879412
1362985,13629853,SV,1,790.76,1967.7,,,,,,,,,-84.67699999999999,92.01136363636364,10.0,22.0,2.488365622945015
1363215,13632152,CK,1,7673.23,4645.09,,,,,-396.99444444444447,42.081538461538464,9.0,13.0,,,,,0.6053630609274061
1362761,13627612,CK,1,2548.88,8.21,,,,,-77.9986046511628,50.863125000000004,43.0,16.0,,,,,0.0032210225667744265
1363165,13631653,SV,1,273.67,57.08,,,,,,,,,-80.058,12.246666666666666,5.0,15.0,0.20857236818065553
1362926,13629262,CK,1,4216.03,3.39,,,,,-114.33864406779662,105.58583333333333,59.0,24.0,,,,,0.0008040739748056822
1363210,13632103,SV,1,112.25,52.26,,,,,,,,,-59.1875,12.625714285714285,4.0,14.0,0.4655679287305122
1362816,4561143213628160,CC,1,1182.52,3000.0,-127.28593406593407,822.8108333333333,91.0,12.0,,,,,,,,,2.536954977505666
1363383,4561143213633830,CC,1,1069.93,0.0,,156.43285714285713,,7.0,,,,,,,,,0.0
1363008,13630083,SV,1,9066.08,9341.84,,,,,,,,,,23.0325,,12.0,1.0304166740200837
1363470,13634702,CK,1,4068.99,1790.37,,,,,-103.44574074074073,183.75722222222223,54.0,18.0,,,,,0.4400035389617571
1362742,13627423,SV,1,123.32,844.14,,,,,,,,,-55.0,62.763333333333335,4.0,15.0,6.845118391177425
1363395,13633953,SV,1,134.14,136.18,,,,,,,,,,0.17,,12.0,1.0152079916505146
1363170,13631702,CK,1,2737.15,329.36,,,,,-96.8442857142857,137.06772727272727,56.0,22.0,,,,,0.12032953984984382
1362512,4561143213625120,CC,1,565.56,1880.46,-175.83916666666667,75.86999999999999,12.0,12.0,,,,,,,,,3.324952259707193
1362727,13627272,CK,1,946.93,392.05,,,,,-141.68507462686566,638.4300000000001,67.0,14.0,,,,,0.41402215580877155
1363095,13630952,CK,1,1242.77,187.99,,,,,-73.48519999999999,187.1057142857143,50.0,14.0,,,,,0.15126692791103746
1362542,4561143213625420,CC,0,2169.53,20.0,-20.0,189.4908333333333,1.0,12.0,,,,,,,,,0.009218586514129788
1362701,13627013,SV,1,204.92,1805.16,,,,,,,,,-189.1985714285714,162.47944444444445,7.0,18.0,8.809096232676167
1362484,13624842,CK,1,2613.46,95.32,,,,,-71.08166666666666,162.48375000000001,72.0,16.0,,,,,0.03647272198541397
1363159,4561143213631590,CC,0,959.72,10.0,-10.0,242.95999999999998,1.0,4.0,,,,,,,,,0.010419705747509691
1363191,13631912,CK,0,294.95,343.52,,,,,-35.020196078431375,229.325,51.0,8.0,,,,,1.164671978301407
1363450,13634502,CK,1,223.78,210.73,,,,,-82.16107692307693,221.97583333333333,65.0,24.0,,,,,0.9416837965859326
1362528,4561143213625280,CC,1,575.35,540.09,-119.43702702702703,371.7575,37.0,12.0,,,,,,,,,0.9387155644390371
1362744,13627443,SV,1,127.54,1797.22,,,,,,,,,-104.640625,111.46433333333333,16.0,30.0,14.091422298886624
1362557,13625572,CK,1,2145.27,147.06,,,,,-84.8321052631579,149.35105263157894,57.0,19.0,,,,,0.06855081178592905
1362501,4561143213625010,CC,1,3232.19,47.2,,278.6466666666667,,12.0,,,,,,,,,0.014603101921607332
1363348,4561143213633480,CC,1,232.29,1800.0,-204.74260869565217,659.8333333333334,46.0,12.0,,,,,,,,,7.748934521503293
1363066,13630662,CK,0,319.01,19.83,,,,,-32.90270833333333,160.01875,48.0,8.0,,,,,0.06216106078179367
1363287,4561143213632870,CC,1,719.04,991.56,-75.00176470588235,95.41166666666668,17.0,12.0,,,,,,,,,1.3790053404539386
1363280,13632803,SV,1,123.96,1706.87,,,,,,,,,-87.70777777777778,94.9092,9.0,25.0,13.769522426589223
1363458,4561143213634580,CC,1,23.73,596.63,-139.61884615384616,259.9641666666667,26.0,12.0,,,,,,,,,25.142435735356088
1362685,4561143213626850,CC,1,0.0,1208.1,-223.69516129032257,826.34,31.0,7.0,,,,,,,,,
1363196,13631962,CK,1,456.54,521.66,,,,,-56.286521739130436,263.2593333333333,69.0,15.0,,,,,1.1426381039996494
1362775,4561143213627750,CC,1,466.06,629.25,-131.02105263157895,197.52083333333334,19.0,12.0,,,,,,,,,1.3501480496073466
1362837,13628372,CK,1,2798.78,530.92,,,,,-86.22172413793103,130.17285714285714,58.0,21.0,,,,,0.18969693938073015
1362508,13625082,CK,1,2646.2,75.11,,,,,-99.05779661016949,204.5825,59.0,16.0,,,,,0.028384097951779912
1362843,13628432,CK,1,3748.74,3907.34,,,,,-139.6525396825397,389.4221739130434,63.0,23.0,,,,,1.0423075486696864
1363171,4561143213631710,CC,1,1396.7,1800.0,-103.68954545454545,178.87666666666667,22.0,12.0,,,,,,,,,1.2887520584234267
1362664,13626642,CK,1,4140.94,2683.65,,,,,-208.51703703703703,350.09392857142853,54.0,28.0,,,,,0.6480774896521081
1363247,13632472,CK,1,236.39,458.81,,,,,-48.30338028169014,214.82117647058823,71.0,17.0,,,,,1.9409027454630061
1362602,13626023,SV,1,1269.7,2735.3,,,,,,,,,-155.336,116.11384615384615,10.0,26.0,2.154288414586123
1362506,4561143213625060,CC,1,0.0,4216.53,-464.80045454545456,1001.5133333333333,22.0,6.0,,,,,,,,,
1362810,13628102,CK,1,2730.32,344.33,,,,,-76.08553571428571,98.68315789473684,56.0,19.0,,,,,0.12611342260247882
1363324,13633242,CK,1,4010.41,2325.37,,,,,-91.89115384615386,46.95399999999999,26.0,15.0,,,,,0.5798334833595568
1362849,4561143213628490,CC,1,1057.28,515.69,-142.4203448275862,734.7383333333333,58.0,12.0,,,,,,,,,0.48775158898305093
1363429,13634292,CK,1,295.27,299.71,,,,,,0.36999999999999994,,12.0,,,,,1.015037084702137
1363129,13631292,CK,1,2654.13,88.34,,,,,-69.23098039215687,48.2765,51.0,20.0,,,,,0.03328397629355005
1363234,13632342,CK,1,369.4,31.19,,,,,-53.17246153846154,194.875,65.0,16.0,,,,,0.08443421765024364
1362838,13628383,SV,1,279.57,1013.94,,,,,,,,,-103.68666666666667,78.95413793103448,15.0,29.0,3.626783989698466
1362852,13628522,CK,0,3616.64,59.5,,,,,-118.1903947368421,339.128125,76.0,16.0,,,,,0.016451734206335163
1362912,13629122,CK,1,174.15,12.7,,,,,-61.88057971014493,316.0515384615385,69.0,13.0,,,,,0.07292563881711168
1362604,13626043,SV,1,232.26,233.76,,,,,,,,,-121.81000000000002,74.21043478260869,14.0,23.0,1.0064582795143373
1363335,4561143213633350,CC,1,134.18,806.94,-103.67823529411764,239.83749999999998,34.0,12.0,,,,,,,,,6.013861976449546
1362805,4561143213628050,CC,1,282.88,300.0,-108.57142857142857,275.1690909090909,28.0,11.0,,,,,,,,,1.0605203619909502
1362665,13626653,SV,1,2237.75,2144.37,,,,,,,,,-105.94909090909091,53.602999999999994,11.0,20.0,0.9582705842922578
1363414,13634142,CK,1,3292.84,2438.22,,,,,-123.88058823529411,202.3440740740741,51.0,27.0,,,,,0.7404611217064904
1363462,4561143213634620,CC,1,2822.43,3000.0,-101.40499999999999,219.51083333333335,24.0,12.0,,,,,,,,,1.0629138720889446
1363421,13634212,CK,1,2624.85,918.69,,,,,-103.8338596491228,210.6275,57.0,20.0,,,,,0.3499971426938683
1362703,13627033,SV,1,7144.42,7144.39,,,,,,,,,-157.73,82.63190476190476,11.0,21.0,0.9999958009187591
1362868,4561143213628680,CC,1,691.83,1000.0,-117.12894736842104,349.4558333333334,38.0,12.0,,,,,,,,,1.4454417992859516
1363311,13633113,SV,1,636.72,299.67,,,,,,,,,-139.999,70.86266666666667,10.0,15.0,0.47064643799472294
1363294,13632943,SV,1,741.25,763.8,,,,,,,,,,1.8791666666666667,,12.0,1.0304215851602023
1363493,13634932,CK,1,6123.84,2053.9,,,,,-143.90661538461538,278.10473684210524,65.0,19.0,,,,,0.33539413178659144
1363484,13634842,CK,1,2600.97,233.06,,,,,-93.33833333333334,167.0225,54.0,16.0,,,,,0.0896050319688424
1363164,4561143213631640,CC,1,476.61,1200.0,-125.67287878787879,636.5725,66.0,12.0,,,,,,,,,2.517781834204066
1362500,13625002,CK,1,882.15,1470.14,,,,,-159.89714285714285,1413.275,14.0,2.0,,,,,1.6665419713200704
1363394,4561143213633940,CC,1,0.0,1000.0,-95.26133333333334,79.41333333333334,15.0,6.0,,,,,,,,,
1363038,4561143213630380,CC,1,0.0,1800.0,-149.1825,161.4125,16.0,4.0,,,,,,,,,
1363011,13630112,CK,1,12730.29,1615.18,,,,,-413.8707462686567,977.3076470588235,67.0,17.0,,,,,0.1268769211070604
1363485,13634853,SV,1,155.4,157.76,,,,,,,,,,0.19666666666666668,,12.0,1.0151866151866151
1362720,13627203,SV,1,653.94,1497.85,,,,,,,,,-107.60888888888888,72.5352,9.0,25.0,2.2905006575526805
1362888,13628882,CK,1,3443.99,4139.88,,,,,-196.3203333333333,693.0616666666667,60.0,18.0,,,,,1.202059239428686
1363173,4561143213631730,CC,1,345.94,1400.0,-97.5732,130.94333333333336,25.0,12.0,,,,,,,,,4.046944556859571
1363426,13634262,CK,1,4898.05,3567.46,,,,,-217.33,119.26055555555556,16.0,18.0,,,,,0.7283429119751738
1362945,13629453,SV,0,568.54,1804.89,,,,,,,,,-103.046,134.73692307692306,5.0,13.0,3.174605128926725
1362645,4561143213626450,CC,0,2071.7,20.0,-228.6176,892.8522222222223,25.0,9.0,,,,,,,,,0.009653907419027852
1362520,4561143213625200,CC,0,1576.58,20.0,-283.9341379310345,840.335,29.0,12.0,,,,,,,,,0.012685686739651652
1362577,13625772,CK,1,964.33,347.65,,,,,-164.33533333333335,462.172,60.0,20.0,,,,,0.36050936919934046
1363215,4561143213632150,CC,1,9073.46,2089.45,-396.81520000000006,1441.1583333333335,25.0,12.0,,,,,,,,,0.23028150231554445
1363117,13631173,SV,1,292.92,297.36,,,,,,,,,,0.36999999999999994,,12.0,1.0151577222449815
1362671,4561143213626710,CC,1,0.0,1100.0,-87.16333333333334,110.695,15.0,2.0,,,,,,,,,
1363217,4561143213632170,CC,1,571.04,944.16,-137.15671875,708.7366666666667,64.0,12.0,,,,,,,,,1.6534043149341553
1363470,4561143213634700,CC,1,0.0,5000.0,-142.8725641025641,109.84333333333332,39.0,6.0,,,,,,,,,
1362978,4561143213629780,CC,1,2834.53,2103.69,-203.28333333333333,1639.085,93.0,12.0,,,,,,,,,0.7421653678034806
1363184,13631842,CK,1,323.7,74.87,,,,,-26.58157894736842,128.11,19.0,2.0,,,,,0.23129440840284216
1363447,13634473,SV,1,185.85,671.09,,,,,,,,,-81.34200000000001,49.55277777777778,5.0,18.0,3.610922787193974
1363251,13632512,CK,1,2511.83,456.92,,,,,-110.64018518518517,163.34916666666666,54.0,24.0,,,,,0.18190721505834392
1362578,13625783,SV,1,253.59,862.43,,,,,,,,,-95.125,55.00333333333334,4.0,18.0,3.4008833155881537
1363081,13630812,CK,1,344.74,423.81,,,,,-60.31909090909091,517.4,33.0,4.0,,,,,1.2293612577594708
1362766,13627662,CK,1,11266.7,4359.83,,,,,-325.15264705882356,760.2115,68.0,20.0,,,,,0.386966014893447
1363316,13633163,SV,1,318.04,629.06,,,,,,,,,-131.56333333333333,39.20611111111111,3.0,18.0,1.9779273047415415
1363097,4561143213630970,CC,1,872.15,1100.0,-111.81365853658536,368.02,41.0,12.0,,,,,,,,,1.2612509316058018
1362708,13627083,SV,1,5006.85,3821.12,,,,,,,,,-112.05111111111111,46.19722222222222,18.0,18.0,0.7631784455296243
1363187,13631873,SV,1,330.7,335.7,,,,,,,,,,0.4166666666666667,,12.0,1.0151194436044753
1362658,13626582,CK,1,6151.91,3517.12,,,,,-341.376,59.92076923076924,10.0,13.0,,,,,0.5717118748486243
1363434,13634343,SV,0,328.82,2728.02,,,,,,,,,-182.91333333333333,294.794,3.0,10.0,8.296393163432882
1362998,13629982,CK,1,298.78,4.38,,,,,-61.1627027027027,123.03875,37.0,16.0,,,,,0.014659615770801259
1363304,13633042,CK,1,269.41,50.91,,,,,-51.71852459016393,195.75533333333334,61.0,15.0,,,,,0.18896848669314426
1362508,4561143213625080,CC,1,811.96,1072.17,-126.40225352112675,732.8883333333333,71.0,12.0,,,,,,,,,1.320471451795655
1362962,4561143213629620,CC,1,44.95,609.74,-136.37462962962962,618.1881818181818,54.0,11.0,,,,,,,,,13.564849833147942
1362830,13628303,SV,1,237.88,35.68,,,,,,,,,-89.535,11.138571428571428,4.0,14.0,0.14999159239952917
1362562,13625623,SV,1,391.96,3864.77,,,,,,,,,-228.21599999999998,221.345,10.0,26.0,9.860113276864986
1363247,4561143213632470,CC,1,105.3,3000.0,-97.68195652173912,152.355,46.0,12.0,,,,,,,,,28.49002849002849
1363389,13633893,SV,1,719.95,177.4,,,,,,,,,-146.46,55.22590909090909,12.0,22.0,0.2464060004166956
1362932,13629323,SV,1,744.52,523.84,,,,,,,,,-123.88692307692307,60.43217391304348,13.0,23.0,0.703594262074894
1362653,13626532,CK,1,580.96,1023.15,,,,,-76.50063492063492,292.3183333333333,63.0,18.0,,,,,1.7611367391903054
1363302,13633022,CK,1,5499.36,4023.58,,,,,-139.1158208955224,435.8322222222222,67.0,18.0,,,,,0.7316451368886562
1362993,13629932,CK,1,2744.1,3227.45,,,,,-109.06792452830189,260.99791666666664,53.0,24.0,,,,,1.17614154003134
1362662,13626622,CK,1,2651.09,139.01,,,,,-99.15564516129032,173.15666666666667,62.0,21.0,,,,,0.05243503615494004
1362531,13625312,CK,1,5717.74,2290.23,,,,,-194.74754385964914,348.8140909090909,57.0,22.0,,,,,0.4005481186622687
1363429,4561143213634290,CC,0,2943.97,1739.74,-173.974,2978.07,10.0,1.0,,,,,,,,,0.5909503153904422
1362999,4561143213629990,CC,1,1973.27,988.54,-175.74985714285714,1119.9416666666666,70.0,12.0,,,,,,,,,0.5009654026058269
1362827,13628273,SV,1,560.98,306.35,,,,,,,,,-145.76105263157896,89.83464285714285,19.0,28.0,0.5460979001033905
1362725,13627252,CK,1,3853.98,47.34,,,,,-187.68783783783783,720.1614285714286,74.0,14.0,,,,,0.012283405726028677
1363234,4561143213632340,CC,1,0.0,3000.0,-124.0635294117647,1218.16,34.0,1.0,,,,,,,,,
1363444,13634442,CK,1,165.34,68.22,,,,,-38.91707692307693,187.11461538461538,65.0,13.0,,,,,0.4126043304705455
1362852,4561143213628520,CC,1,1623.28,1700.0,-143.01538461538462,170.20583333333335,13.0,12.0,,,,,,,,,1.0472623330540634
1363271,13632712,CK,1,2725.91,876.19,,,,,-99.36842857142857,255.30349999999999,70.0,20.0,,,,,0.3214302746605721
1362498,13624982,CK,1,233.77,172.66,,,,,-44.53975,286.74666666666667,40.0,6.0,,,,,0.7385892116182572
1362570,13625703,SV,1,171.55,174.16,,,,,,,,,,0.2175,,12.0,1.015214223258525
1363365,13633652,CK,1,5578.71,901.25,,,,,-199.44446153846152,690.5358333333334,65.0,12.0,,,,,0.16155168488772495
1363445,13634453,SV,1,742.28,552.01,,,,,,,,,-115.44,59.99111111111111,11.0,18.0,0.7436681575685725
1363109,13631092,CK,1,2278.58,41.35,,,,,-53.66575342465753,186.70777777777778,73.0,9.0,,,,,0.01814726715761571
1362950,4561143213629500,CC,1,0.0,162.95,-116.66666666666667,89.94666666666666,6.0,6.0,,,,,,,,,
1363354,13633543,SV,1,148.91,1116.71,,,,,,,,,-103.723,77.11653846153845,10.0,26.0,7.499227721442482
1362555,13625552,CK,0,474.47,806.73,,,,,-84.81053571428572,220.94130434782608,56.0,23.0,,,,,1.7002760975404134
1362763,13627632,CK,1,300.2,2.72,,,,,-38.60395833333333,74.07190476190476,48.0,21.0,,,,,0.009060626249167222
1362550,13625503,SV,1,638.67,487.77,,,,,,,,,-96.71166666666666,28.660666666666664,6.0,15.0,0.7637277467236602
1363054,13630542,CK,1,2738.75,50.67,,,,,-100.12177419354839,175.9735,62.0,20.0,,,,,0.01850114103149247
1363057,13630573,SV,1,2311.66,1385.03,,,,,,,,,-158.48600000000002,34.71,10.0,19.0,0.5991495289099609
1363414,4561143213634140,CC,1,268.21,202.13,-132.86038461538462,296.36583333333334,26.0,12.0,,,,,,,,,0.753625890160695
1362991,4561143213629910,CC,1,643.2,1343.81,-143.2395652173913,493.9791666666667,46.0,12.0,,,,,,,,,2.0892568407960197
1363112,13631122,CK,1,2759.11,1085.16,,,,,-98.30101694915254,171.92,59.0,24.0,,,,,0.3933007382815473
1363126,13631262,CK,1,8095.47,2541.96,,,,,-300.18745098039216,406.5020833333333,51.0,24.0,,,,,0.31399782841515067
1363442,13634422,CK,1,787.03,90.63,,,,,-226.6582894736842,1271.51,76.0,13.0,,,,,0.11515444138088764
1362499,4561143213624990,CC,1,1046.3,1900.0,-146.77526315789473,183.735,19.0,12.0,,,,,,,,,1.8159227754946001
1363421,4561143213634210,CC,1,2828.16,814.67,-134.35333333333332,648.8258333333333,42.0,12.0,,,,,,,,,0.2880565455985517
1362835,13628352,CK,1,239.71,276.68,,,,,-55.663333333333334,123.64999999999999,6.0,3.0,,,,,1.1542280255308497
1362700,13627003,SV,1,311.2,315.88,,,,,,,,,,0.38999999999999996,,12.0,1.015038560411311
1363147,13631473,SV,1,2178.01,1152.38,,,,,,,,,-204.32800000000003,42.40208333333333,10.0,24.0,0.5290976625451673
1362990,13629902,CK,0,2824.68,625.42,,,,,-117.72265625,266.7495,64.0,20.0,,,,,0.22141269099508618
1362656,4561143213626560,CC,1,893.25,445.22,-109.71368421052631,389.13916666666665,38.0,12.0,,,,,,,,,0.49842709207948505
1363484,4561143213634840,CC,1,867.01,408.08,-123.0473076923077,333.67,26.0,11.0,,,,,,,,,0.4706750787188152
1362596,13625963,SV,1,544.45,259.05,,,,,,,,,-134.62714285714284,36.49944444444444,7.0,18.0,0.4758012673340068
1363428,13634282,CK,0,1145.06,274.96,,,,,-69.6154411764706,276.03357142857146,68.0,14.0,,,,,0.24012715490891307
1362797,4561143213627970,CC,1,111.07,100.0,-137.3111111111111,105.17916666666666,9.0,12.0,,,,,,,,,0.9003331232556047
1362711,13627112,CK,1,100.28,299.33,,,,,-43.60125,149.47650000000002,64.0,20.0,,,,,2.9849421619465493
1362872,4561143213628720,CC,1,292.41,1000.0,-115.9122641509434,458.4433333333333,53.0,12.0,,,,,,,,,3.4198556820902155
1362888,4561143213628880,CC,1,11394.66,6454.87,-333.969010989011,2981.025833333333,91.0,12.0,,,,,,,,,0.5664820187701959
1362929,4561143213629290,CC,1,0.0,4200.0,-406.8277777777778,1158.5633333333333,27.0,6.0,,,,,,,,,
1362526,13625263,SV,1,551.82,1145.74,,,,,,,,,-300.4525,105.68411764705883,4.0,17.0,2.076292994092276
1363158,4561143213631580,CC,1,364.24,121.67,,23.534166666666668,,12.0,,,,,,,,,0.33403799692510433
1363145,13631453,SV,0,109.29,444.57,,,,,,,,,-115.69333333333333,75.81777777777778,3.0,9.0,4.06780126269558
1362529,13625293,SV,1,662.06,873.14,,,,,,,,,-353.06333333333333,74.81705882352941,3.0,17.0,1.3188230673957044
1363426,4561143213634260,CC,1,1808.4,917.28,-206.74,513.86,25.0,12.0,,,,,,,,,0.5072329130723291
1363374,13633743,SV,1,583.39,601.14,,,,,,,,,,1.4791666666666667,,12.0,1.0304256157973226
1362687,13626873,SV,1,566.77,1111.42,,,,,,,,,-111.15899999999999,87.17052631578947,10.0,19.0,1.960971822785257
1362883,4561143213628830,CC,1,0.0,983.06,-109.65517241379311,445.162,29.0,5.0,,,,,,,,,
1362824,13628242,CK,1,863.73,3.94,,,,,-171.85703125,563.281111111111,64.0,18.0,,,,,0.004561610688525349
1362895,13628953,SV,1,169.96,96.25,,,,,,,,,-74.224,41.783125,10.0,16.0,0.5663097199341021
1362777,13627773,SV,1,327.1,29.46,,,,,,,,,-116.38499999999999,74.88708333333334,18.0,24.0,0.09006420055029042
1362699,13626992,CK,1,246.47,600.51,,,,,-37.873243243243245,263.055,74.0,12.0,,,,,2.4364425690753437
1362781,13627812,CK,1,420.27,269.82,,,,,-99.5167857142857,271.156,56.0,20.0,,,,,0.6420158469555286
1363060,13630602,CK,1,6770.7,370.85,,,,,-232.59338983050847,332.8709090909091,59.0,22.0,,,,,0.05477277090995023
1363346,13633463,SV,1,327.16,332.08,,,,,,,,,,0.41,,12.0,1.0150385132656803
1362769,4561143213627690,CC,1,0.0,553.09,-138.42382352941175,593.3314285714285,34.0,7.0,,,,,,,,,
1362577,4561143213625770,CC,1,0.0,1808.22,-541.29,598.4225,12.0,8.0,,,,,,,,,
1362921,4561143213629210,CC,1,2273.2,81.68,-110.70666666666666,271.6716666666667,9.0,12.0,,,,,,,,,0.035931726200950205
1363046,13630462,CK,1,4107.57,520.05,,,,,-123.06476190476191,208.3185,63.0,20.0,,,,,0.12660770236417151
1362670,13626702,CK,0,2697.49,106.94,,,,,-116.37827586206896,218.95315789473682,58.0,19.0,,,,,0.0396442618879032
1362766,4561143213627660,CC,0,4999.67,20.0,-493.8153333333333,1703.7849999999999,30.0,12.0,,,,,,,,,0.00400026401742515
1363392,4561143213633920,CC,1,834.77,1000.0,-57.756666666666675,99.87666666666667,21.0,12.0,,,,,,,,,1.1979347604729447
1363403,13634032,CK,1,4787.32,366.58,,,,,-180.10344827586206,301.26300000000003,58.0,20.0,,,,,0.07657311397608683
1363471,13634713,SV,1,259.96,1777.03,,,,,,,,,-53.583333333333336,93.21222222222222,3.0,18.0,6.835782428065857
1363264,13632642,CK,0,191.9,15.72,,,,,-54.66701492537314,268.19307692307694,67.0,13.0,,,,,0.0819176654507556
1362705,13627052,CK,1,3482.11,81.14,,,,,-152.2826315789474,211.16559999999998,57.0,25.0,,,,,0.023301963464680896
1363409,4561143213634090,CC,1,977.54,160.42,-107.82703703703703,311.85166666666663,27.0,12.0,,,,,,,,,0.16410581664177423
1362928,13629282,CK,1,136.14,3.8,,,,,-57.187014925373134,217.59941176470588,67.0,17.0,,,,,0.02791244307330689
1363013,13630132,CK,1,281.62,14.54,,,,,-37.288939393939394,137.12437500000001,66.0,16.0,,,,,0.051629855834102685
1362730,4561143213627300,CC,1,0.0,3000.0,-134.79423076923078,183.62666666666667,26.0,3.0,,,,,,,,,
1363123,13631232,CK,1,7610.01,696.74,,,,,-300.5624137931034,618.785294117647,58.0,17.0,,,,,0.09155572725922831
1363267,13632673,SV,1,840.79,1699.39,,,,,,,,,-401.57,145.32117647058823,4.0,17.0,2.021182459353703
1362621,13626212,CK,1,2664.89,121.73,,,,,-95.40714285714286,92.68652173913043,49.0,23.0,,,,,0.045679183756177556
1363193,13631932,CK,1,4219.43,4048.98,,,,,-180.45080000000002,197.35500000000002,25.0,22.0,,,,,0.9596035483465776
1363420,13634202,CK,1,2825.63,278.98,,,,,-82.2532142857143,102.97650000000002,56.0,20.0,,,,,0.09873196419913435
1362584,13625843,SV,1,2032.5,1999.37,,,,,,,,,-157.53857142857143,59.42444444444445,7.0,18.0,0.9836998769987699
1363265,13632653,SV,1,193.55,900.52,,,,,,,,,-71.35799999999999,62.57411764705882,5.0,17.0,4.652647894600878
1362617,13626173,SV,1,135.98,138.02,,,,,,,,,,0.17,,12.0,1.0150022062067954
1362653,4561143213626530,CC,1,0.0,1188.57,-180.01153846153846,1163.91,26.0,3.0,,,,,,,,,
1363199,4561143213631990,CC,1,2135.18,127.09,-128.76444444444442,268.8908333333333,9.0,12.0,,,,,,,,,0.059521913843329374
1363259,4561143213632590,CC,1,380.61,334.29,-113.63025,383.0741666666666,40.0,12.0,,,,,,,,,0.8783006226846378
1362761,4561143213627610,CC,1,780.93,0.0,,114.26714285714286,,7.0,,,,,,,,,0.0
1362531,4561143213625310,CC,1,2016.11,2200.0,-138.51944444444445,220.40166666666664,18.0,12.0,,,,,,,,,1.0912103010252416
1362926,4561143213629260,CC,1,946.72,1000.0,-116.35457142857142,340.2633333333333,35.0,12.0,,,,,,,,,1.056278519520027
1362725,4561143213627250,CC,1,0.0,1939.63,-375.903125,1125.4788888888888,32.0,9.0,,,,,,,,,
1362976,13629763,SV,1,203.2,137.99,,,,,,,,,-149.52555555555557,80.0325,9.0,16.0,0.6790846456692914
1362754,13627542,CK,1,2611.38,68.84,,,,,-87.07474576271186,108.11958333333332,59.0,24.0,,,,,0.02636154064134672
1363170,4561143213631700,CC,1,1047.17,904.09,-123.51317073170732,437.96583333333336,41.0,12.0,,,,,,,,,0.8633650696639514
1363444,4561143213634440,CC,1,0.0,1000.0,-116.40152173913044,487.3911111111112,46.0,9.0,,,,,,,,,
1362727,4561143213627270,CC,0,3673.82,0.0,-409.41166666666663,1619.6614285714284,18.0,7.0,,,,,,,,,0.0
1363271,4561143213632710,CC,1,1872.82,1179.95,-127.8484375,403.10833333333335,32.0,12.0,,,,,,,,,0.6300391922341709
1362768,13627682,CK,1,2512.8,2429.77,,,,,-10.0,3.4633333333333334,12.0,12.0,,,,,0.9669571792422794
1363068,4561143213630680,CC,0,2143.15,20.0,-299.12176470588236,1141.5181818181818,34.0,11.0,,,,,,,,,0.009332057952079881
1362484,4561143213624840,CC,1,1278.78,369.72,-116.89051282051281,456.8833333333334,39.0,12.0,,,,,,,,,0.2891193168488716
1362736,13627363,SV,1,2147.68,2180.1,,,,,,,,,,2.7016666666666667,,12.0,1.0150953587126574
1362825,13628253,SV,1,175.22,50.77,,,,,,,,,-74.96166666666666,38.7545,12.0,20.0,0.2897500285355553
1363387,13633872,CK,1,176.97,959.6,,,,,-82.63702127659575,202.89434782608694,47.0,23.0,,,,,5.422387975363056
1362557,4561143213625570,CC,1,0.0,1000.0,-157.14285714285714,100.0,7.0,1.0,,,,,,,,,
1363016,4561143213630160,CC,1,1219.77,1223.77,-286.0885714285714,1342.2183333333335,56.0,12.0,,,,,,,,,1.003279306754552
1362909,4561143213629090,CC,1,4000.22,54.09,,345.9941666666667,,12.0,,,,,,,,,0.013521756303403314
1363258,13632582,CK,0,170.57,12.14,,,,,-37.281,240.0,30.0,4.0,,,,,0.07117312540306034
1363232,4561143213632320,CC,1,0.0,1000.0,-126.38772727272728,449.86,22.0,4.0,,,,,,,,,
1363088,13630882,CK,1,180.12,769.47,,,,,-66.7828125,405.28749999999997,64.0,12.0,,,,,4.271985343104597
1362509,13625093,SV,0,147.84,337.82,,,,,,,,,-203.90285714285713,112.7637037037037,14.0,27.0,2.285037878787879
1363126,4561143213631260,CC,1,0.0,2900.0,-342.8548148148148,653.9309999999999,27.0,10.0,,,,,,,,,
1363196,4561143213631960,CC,1,1420.35,1800.0,-198.4791891891892,1199.6291666666666,74.0,12.0,,,,,,,,,1.2672932727848771
1362597,13625972,CK,1,2533.42,416.76,,,,,-110.85650000000001,238.67,60.0,19.0,,,,,0.1645048985166297
1362837,4561143213628370,CC,1,0.0,1100.0,-120.6409090909091,49.618,11.0,5.0,,,,,,,,,
