,cust_id,income,age,years_with_bank,nbr_children,gender,marital_status,state_code,cc_acct_nbr,cc_acct_active,cc_starting_balance,cc_ending_balance,cc_av_wd,cc_av_pm,cc_n_wd,cc_n_pm,cc_end_start_ratio,cq_av_wd,cq_av_dp,cq_n_wd,cq_n_dp,cq_end_start_ratio,cq_acct_nbr,cq_acct_active,cq_starting_balance,cq_ending_balance,sv_av_wd,sv_av_dp,sv_n_wd,sv_n_dp,sv_end_start_ratio,sv_acct_nbr,sv_acct_active,sv_starting_balance,sv_ending_balance,has_cq,has_cc,has_sv,av_spending,av_deposit,n_spending,n_deposit,total_balance_sept
159,1363354,12621,66,6,0,F ,4,NY  ,4561143213633540.0,1.0,2718.93,3000.0,-83.68483870967742,224.8083333333333,31.0,12.0,1.1033752248127022,-64.76314285714285,235.804,70.0,15.0,0.0467826186786062,13633542.0,1.0,1045.26,48.9,-103.723,77.11653846153845,10.0,26.0,7.499227721442482,13633543.0,1.0,148.91,1116.71,1,1,1,-84.05699385560676,179.24295726495725,111.0,53.0,-1834.3899999999999
160,1362681,30224,73,3,0,M ,2,CA  ,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,-361.66125,131.7276,8.0,25.0,1.1227614837546132,13626813.0,1.0,3232.61,3629.45,0,0,1,-120.55375,43.9092,8.0,25.0,3629.45
161,1362742,18785,28,7,0,M ,1,MN  ,4561143213627420.0,1.0,2540.56,15.74,-99.31857142857145,271.92583333333334,7.0,12.0,0.006195484460119,-7.279411764705882,3.249166666666667,17.0,12.0,0.9679839239712624,13627422.0,1.0,2647.42,2562.66,-55.0,62.763333333333335,4.0,15.0,6.845118391177425,13627423.0,1.0,123.32,844.14,1,1,1,-53.86599439775912,112.64611111111111,28.0,39.0,3391.06
162,1363150,0,14,6,0,F ,1,CA  ,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,-121.396875,74.22428571428573,16.0,28.0,1.580178411370524,13631503.0,1.0,234.29,370.22,0,0,1,-40.465624999999996,24.741428571428575,16.0,28.0,370.22
163,1363211,44472,47,6,0,F ,1,CA  ,4561143213632110.0,0.0,1724.93,112.99,-269.62666666666667,622.1133333333333,21.0,12.0,0.0655041074130544,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,1,0,-89.87555555555555,207.3711111111111,21.0,12.0,-112.99
164,1363415,0,16,1,0,F ,1,OH  ,,,,0.0,0.0,0.0,0.0,0.0,,-80.71266666666666,102.2057142857143,60.0,21.0,0.0078775502695145,13634152.0,1.0,2717.85,21.41,0.0,0.0,0.0,0.0,,,,,0.0,1,0,0,-26.90422222222222,34.06857142857143,60.0,21.0,21.41
165,1363068,57612,58,8,2,M ,2,IL  ,4561143213630680.0,0.0,2143.15,20.0,-299.1217647058824,1141.5181818181818,34.0,11.0,0.0093320579520798,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,1,0,-99.70725490196081,380.5060606060606,34.0,11.0,-20.0
166,1362925,15077,74,4,0,F ,2,MD  ,4561143213629250.0,1.0,264.68,602.03,-109.09666666666666,275.585,33.0,12.0,2.274557956777996,0.0,0.0,0.0,0.0,,,,,0.0,-127.36333333333332,105.72454545454546,9.0,22.0,2.989026202052944,13629253.0,1.0,592.32,1770.46,0,1,1,-78.82,127.10318181818182,42.0,34.0,1168.43
167,1363394,12722,49,9,0,F ,1,CA  ,4561143213633940.0,1.0,0.0,1000.0,-95.26133333333334,79.41333333333334,15.0,6.0,,0.0,0.0,0.0,0.0,,,,,0.0,-139.84,59.42235294117647,7.0,17.0,1.0139795799873157,13633943.0,1.0,2238.98,2270.28,0,1,1,-78.36711111111111,46.27856209150327,22.0,23.0,1270.2800000000002
168,1363272,22758,30,0,2,F ,2,CA  ,4561143213632720.0,1.0,0.0,1016.12,-88.88888888888889,347.97,27.0,4.0,,-61.93927272727272,153.81333333333333,55.0,21.0,0.5251821775256125,13632722.0,1.0,371.89,195.31,-180.53076923076924,115.7152,13.0,25.0,4.29240788759573,13632723.0,1.0,165.83,711.81,1,1,1,-110.45297694897694,205.83284444444448,95.0,50.0,-109.00000000000011
169,1362782,29579,43,3,0,M ,1,CA  ,4561143213627820.0,1.0,216.82,1136.06,-142.74885714285713,344.69166666666666,35.0,12.0,5.239645789133844,-87.43136363636364,402.8735714285714,66.0,14.0,0.2420856610800744,13627822.0,0.0,171.84,41.6,-40.0,18.485333333333333,4.0,15.0,1.7774610540271794,13627823.0,1.0,150.85,268.13,1,1,1,-90.0600735930736,255.35019047619048,105.0,41.0,-826.3299999999999
170,1362864,17612,30,0,3,F ,4,NY  ,4561143213628640.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,-46.11634146341464,276.64125,41.0,8.0,3.054164277066208,13628642.0,1.0,156.93,479.29,0.0,0.22,0.0,12.0,1.015182011616539,13628643.0,1.0,173.89,176.53,1,1,1,-15.372113821138214,92.28708333333334,41.0,20.0,655.82
171,1363251,18597,19,4,0,M ,1,CA  ,,,,0.0,0.0,0.0,0.0,0.0,,-110.64018518518516,163.34916666666666,54.0,24.0,0.1819072150583439,13632512.0,1.0,2511.83,456.92,-162.6130769230769,83.47923076923077,13.0,26.0,1.0111639619473978,13632513.0,1.0,5003.6,5059.46,1,0,1,-91.08442070275402,82.27613247863248,67.0,50.0,5516.38
172,1363333,16865,19,4,0,F ,1,MN  ,,,,0.0,0.0,0.0,0.0,0.0,,-39.01661290322581,157.3135714285714,62.0,14.0,0.0195066757184883,13633332.0,1.0,220.95,4.31,-116.40142857142855,72.38678571428571,7.0,28.0,2.766761508718173,13633333.0,1.0,685.35,1896.2,1,0,1,-51.806013824884786,76.5667857142857,69.0,42.0,1900.51
173,1363047,14891,43,3,4,M ,2,OK  ,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,-84.42,55.74363636363637,4.0,11.0,2.9398676242782704,13630473.0,0.0,142.02,417.52,0,0,1,-28.14,18.581212121212122,4.0,11.0,417.52
174,1363129,10430,26,5,0,F ,1,NY  ,4561143213631290.0,1.0,0.0,335.42,-112.29642857142858,156.52125,14.0,8.0,,-69.23098039215687,48.2765,51.0,20.0,0.03328397629355,13631292.0,1.0,2654.13,88.34,0.0,0.0,0.0,0.0,,,,,0.0,1,1,0,-60.50913632119515,68.26591666666667,65.0,28.0,-247.08
175,1362721,7777,18,3,0,F ,1,CA  ,4561143213627210.0,1.0,0.0,1000.0,-93.55090909090907,533.08,22.0,2.0,,0.0,0.0,0.0,0.0,,,,,0.0,-69.08666666666666,18.463125,6.0,16.0,0.2881730711767166,13627213.0,1.0,167.33,48.22,0,1,1,-54.212525252525246,183.84770833333334,28.0,18.0,-951.78
176,1363108,27814,24,3,2,F ,2,TX  ,4561143213631080.0,1.0,1149.32,458.67,-123.8095238095238,277.3625,21.0,12.0,0.3990794556781401,-0.75,0.0,5.0,0.0,0.9862405518456008,13631082.0,1.0,272.54,268.79,-90.59333333333332,45.57333333333334,6.0,15.0,1.6363140676117776,13631083.0,1.0,220.08,360.12,1,1,1,-71.71761904761904,107.64527777777778,32.0,27.0,170.24000000000007
177,1362986,41650,30,0,3,M ,3,MA  ,4561143213629860.0,1.0,0.0,1932.1,-253.73166666666663,125.24888888888889,12.0,9.0,,-200.9607692307692,84.26882352941176,13.0,17.0,0.7990209270873432,13629862.0,1.0,5870.86,4690.94,-263.9271428571429,65.95117647058824,7.0,17.0,0.3740346285310856,13629863.0,1.0,1161.47,434.43,1,1,1,-239.53985958485956,91.82296296296296,32.0,43.0,3193.27
178,1362904,18891,69,9,0,M ,3,IN  ,4561143213629040.0,1.0,1445.69,679.69,-147.30882352941177,487.52,34.0,12.0,0.4701492021111026,-52.72,211.97375,61.0,16.0,1.6137237090350078,13629042.0,1.0,286.22,461.88,0.0,0.25,0.0,12.0,1.0150829562594268,13629043.0,1.0,198.9,201.9,1,1,1,-66.67627450980392,233.24791666666667,95.0,40.0,-15.910000000000082
179,1363455,37471,55,5,1,F ,2,MD  ,4561143213634550.0,1.0,0.0,5192.98,-254.8838095238096,159.58,21.0,1.0,,0.0,0.0,0.0,0.0,,,,,0.0,-0.75,0.3191666666666666,1.0,12.0,1.0122309586212377,13634553.0,1.0,251.82,254.9,0,1,1,-85.21126984126987,53.29972222222222,22.0,13.0,-4938.08
180,1362496,0,13,2,0,M ,1,TX  ,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.31,0.0,12.0,1.0150400258753134,13624963.0,1.0,247.34,251.06,0,0,1,0.0,0.10333333333333333,0.0,12.0,251.06
181,1362578,0,17,2,0,F ,1,PA  ,4561143213625780.0,1.0,136.14,731.2,-121.85264705882352,298.0891666666667,34.0,12.0,5.370941677684737,-88.87033898305086,123.21391304347826,59.0,23.0,0.0807596781516227,13625782.0,1.0,2621.11,211.68,-95.125,55.00333333333334,4.0,18.0,3.4008833155881537,13625783.0,1.0,253.59,862.43,1,1,1,-101.94932868062479,158.7688043478261,97.0,53.0,342.90999999999985
182,1362843,27303,59,9,1,F ,3,MA  ,,,,0.0,0.0,0.0,0.0,0.0,,-139.6525396825397,389.4221739130434,63.0,23.0,1.0423075486696864,13628432.0,1.0,3748.74,3907.34,-146.868,39.836470588235294,5.0,17.0,0.7965687143312892,13628433.0,1.0,282.11,224.72,1,0,1,-95.50684656084657,143.08621483375956,68.0,40.0,4132.06
183,1362761,13515,23,2,1,M ,4,WI  ,4561143213627610.0,1.0,780.93,0.0,0.0,114.26714285714286,0.0,7.0,0.0,-77.9986046511628,50.863125,43.0,16.0,0.0032210225667744,13627612.0,1.0,2548.88,8.21,-118.768,20.60333333333333,5.0,15.0,0.6326735864870093,13627613.0,1.0,775.55,490.67,1,1,1,-65.58886821705427,61.91120039682539,48.0,38.0,498.88
184,1363312,29335,50,0,0,F ,2,CA  ,4561143213633120.0,1.0,0.0,4400.0,-150.374,1554.8733333333332,60.0,3.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,1,0,-50.12466666666666,518.291111111111,60.0,3.0,-4400.0
185,1363230,5940,28,3,1,F ,2,KY  ,,,,0.0,0.0,0.0,0.0,0.0,,-91.70942307692307,122.7159090909091,52.0,22.0,0.2103784889445203,13632302.0,1.0,2620.42,551.28,0.0,0.0,0.0,0.0,,,,,0.0,1,0,0,-30.56980769230769,40.90530303030303,52.0,22.0,551.28
186,1362700,6195,75,5,0,F ,4,CA  ,4561143213627000.0,1.0,369.78,107.4,-143.2641176470588,226.86,17.0,12.0,0.2904429660879442,-21.07875,120.796875,8.0,16.0,1.6462191061243778,13627002.0,1.0,2729.91,4494.03,0.0,0.3899999999999999,0.0,12.0,1.015038560411311,13627003.0,1.0,311.2,315.88,1,1,1,-54.78095588235294,116.015625,25.0,40.0,4702.51
187,1362822,13750,19,1,0,M ,1,IL  ,4561143213628220.0,1.0,0.0,1000.0,-105.26315789473684,1000.0,19.0,1.0,,-108.70483333333333,268.3882352941177,60.0,17.0,0.5238836829049633,13628222.0,1.0,4115.99,2156.3,-136.52625,79.59125,16.0,32.0,3.2525321568383765,13628223.0,1.0,160.93,523.43,1,1,1,-116.83141374269006,449.32649509803923,95.0,50.0,1679.73
188,1363169,13113,19,4,0,F ,1,IL  ,4561143213631690.0,1.0,1729.57,0.0,0.0,1749.6,0.0,1.0,0.0,-27.78212121212121,124.635,33.0,6.0,0.0,13631692.0,0.0,169.0,0.0,0.0,0.19,0.0,12.0,1.0150455325326646,13631693.0,1.0,151.54,153.82,1,1,1,-9.26070707070707,624.8083333333333,33.0,19.0,153.82
189,1363434,41069,57,7,0,M ,1,NY  ,,,,0.0,0.0,0.0,0.0,0.0,,-214.39672413793105,395.17944444444447,58.0,18.0,0.0042156985653901,13634342.0,1.0,5344.31,22.53,-182.91333333333333,294.794,3.0,10.0,8.296393163432882,13634343.0,0.0,328.82,2728.02,1,0,1,-132.4366858237548,229.99114814814814,61.0,28.0,2750.55
190,1363087,3400,18,3,0,F ,1,OK  ,4561143213630870.0,1.0,91.29,1000.0,-88.39947368421052,72.43,19.0,12.0,10.954102311315587,-51.17840579710145,216.0993333333333,69.0,15.0,0.0962330048646625,13630872.0,1.0,320.68,30.86,0.0,0.0,0.0,0.0,,,,,0.0,1,1,0,-46.525959827103996,96.17644444444443,88.0,27.0,-969.14
191,1362557,19282,40,0,4,M ,4,CA  ,4561143213625570.0,1.0,0.0,1000.0,-157.14285714285714,100.0,7.0,1.0,,-84.8321052631579,149.35105263157894,57.0,19.0,0.068550811785929,13625572.0,1.0,2145.27,147.06,-163.98555555555558,42.3405,9.0,20.0,0.098664603392939,13625573.0,1.0,697.92,68.86,1,1,1,-135.32017265385687,97.23051754385965,73.0,40.0,-784.0799999999999
192,1363352,5772,18,3,0,M ,1,TX  ,4561143213633520.0,1.0,700.99,906.54,-118.90744680851066,451.2808333333333,47.0,12.0,1.293228148761038,-68.48092307692308,267.476,65.0,15.0,0.6597472434660655,13633522.0,1.0,1290.57,851.45,-55.086666666666666,82.75666666666667,6.0,15.0,1.4466166519564578,13633523.0,1.0,2039.4,2950.23,1,1,1,-80.82501218403347,267.1711666666667,118.0,42.0,2895.1400000000003
193,1363026,49435,44,4,4,M ,2,FL  ,4561143213630260.0,1.0,1421.82,2500.0,-207.91627906976743,678.0675,43.0,12.0,1.7583097719823888,-133.695593220339,410.61375,59.0,24.0,3.528724252320827,13630262.0,1.0,777.74,2744.43,0.0,0.0,0.0,0.0,,,,,0.0,1,1,0,-113.87062409670214,362.89375,102.0,36.0,244.42999999999984
194,1363413,9146,80,0,0,M ,4,FL  ,,,,0.0,0.0,0.0,0.0,0.0,,-36.930757575757575,161.83133333333333,66.0,15.0,0.9297453622063906,13634132.0,1.0,141.77,131.81,0.0,0.0,0.0,0.0,,,,,0.0,1,0,0,-12.310252525252524,53.943777777777775,66.0,15.0,131.81
195,1363495,19639,36,3,3,F ,3,CA  ,,,,0.0,0.0,0.0,0.0,0.0,,-96.40491228070177,122.7308,57.0,25.0,0.0685091863718532,13634952.0,1.0,2605.49,178.5,-93.24,60.61739130434783,10.0,23.0,1.1986562728799688,13634953.0,1.0,2321.9,2783.16,1,0,1,-63.21497076023392,61.11606376811594,67.0,48.0,2961.66
196,1363209,32739,59,9,0,F ,1,MI  ,4561143213632090.0,1.0,1523.62,1600.0,-102.3064705882353,158.9416666666667,17.0,12.0,1.0501306099946182,-73.00611111111111,406.6458333333333,72.0,12.0,0.1862389284942752,13632092.0,0.0,462.9,86.21,-307.02500000000003,132.26142857142858,4.0,21.0,6.852922286448298,13632093.0,0.0,264.69,1813.9,1,1,1,-160.77919389978214,232.61630952380952,93.0,45.0,300.1100000000001
197,1363291,34855,40,0,2,M ,4,TX  ,4561143213632910.0,1.0,0.0,5014.14,-240.0112765957447,1053.5416666666667,47.0,6.0,,-159.28762711864405,213.7707692307692,59.0,26.0,0.1195123293450795,13632912.0,1.0,4361.14,521.21,-55.40625,48.36529411764706,8.0,17.0,2.37994319423203,13632913.0,1.0,274.62,653.58,1,1,1,-151.56838457146293,438.559243338361,114.0,49.0,-3839.3500000000004
198,1362801,12485,24,3,2,M ,4,GA  ,4561143213628010.0,1.0,393.8,45.23,-115.52666666666669,117.07333333333332,9.0,12.0,0.1148552564753681,-47.98722222222222,115.43736842105262,54.0,19.0,0.0,13628012.0,1.0,398.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1,1,0,-54.50462962962964,77.50356725146197,63.0,31.0,-45.23
199,1362883,12403,31,1,3,M ,2,IL  ,4561143213628830.0,1.0,0.0,983.06,-109.65517241379312,445.162,29.0,5.0,,0.0,0.0,0.0,0.0,,,,,0.0,-159.30428571428573,31.25555555555556,7.0,18.0,0.2132228345223347,13628833.0,1.0,702.27,149.74,0,1,1,-89.65315270935962,158.80585185185183,36.0,23.0,-833.3199999999999
200,1363270,0,16,1,0,M ,1,TX  ,,,,0.0,0.0,0.0,0.0,0.0,,-56.89031746031746,211.56625,63.0,16.0,0.0729423820392193,13632702.0,1.0,214.69,15.66,-96.82058823529412,59.077200000000005,17.0,25.0,0.6921703972171125,13632703.0,1.0,549.07,380.05,1,0,1,-51.23696856520386,90.21448333333335,80.0,41.0,395.71000000000004
201,1363066,3240,64,1,0,M ,1,CA  ,,,,0.0,0.0,0.0,0.0,0.0,,-32.90270833333333,160.01875,48.0,8.0,0.0621610607817936,13630662.0,0.0,319.01,19.83,0.0,0.0,0.0,0.0,,,,,0.0,1,0,0,-10.967569444444443,53.33958333333334,48.0,8.0,19.83
202,1362740,2715,61,1,0,M ,2,PA  ,4561143213627400.0,1.0,1563.83,1121.88,-130.42916666666667,434.78,36.0,12.0,0.7173925554567953,-71.74380000000001,264.7318181818182,50.0,11.0,0.4543926426972466,13627402.0,1.0,1237.41,562.27,0.0,0.15,0.0,7.0,1.0088368961454302,13627403.0,0.0,118.82,119.87,1,1,1,-67.3909888888889,233.22060606060606,86.0,30.0,-439.7400000000001
203,1362658,45629,44,4,2,F ,3,MI  ,4561143213626580.0,1.0,4414.23,0.0,0.0,563.9525,0.0,8.0,0.0,-341.376,59.92076923076924,10.0,13.0,0.5717118748486243,13626582.0,1.0,6151.91,3517.12,0.0,0.2966666666666666,0.0,12.0,1.0151450693439974,13626583.0,1.0,235.06,238.62,1,1,1,-113.79199999999999,208.0566452991453,10.0,33.0,3755.74
204,1363127,0,16,1,0,F ,1,VA  ,4561143213631270.0,1.0,825.68,305.79,-117.70888888888892,318.18,9.0,5.0,0.3703492878597035,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.15,0.0,12.0,1.014728745601833,13631273.0,1.0,122.21,124.01,0,1,1,-39.23629629629631,106.11,9.0,17.0,-181.78000000000003
205,1363474,3339,20,5,0,F ,1,CA  ,4561143213634740.0,1.0,0.0,702.74,-93.8696875,466.18,32.0,5.0,,-96.901,137.57130434782607,60.0,23.0,0.0115176101238637,13634742.0,1.0,2681.98,30.89,-201.746,33.53875,5.0,16.0,0.9071892423359296,13634743.0,1.0,5095.53,4622.61,1,1,1,-130.83889583333334,212.43001811594206,97.0,44.0,3950.76
206,1362597,12106,19,4,0,M ,1,TX  ,4561143213625970.0,1.0,939.06,442.72,-102.1930303030303,329.81083333333333,33.0,12.0,0.4714501735778332,-110.8565,238.67,60.0,19.0,0.1645048985166297,13625972.0,1.0,2533.42,416.76,0.0,0.0,0.0,0.0,,,,,0.0,1,1,0,-71.0165101010101,189.4936111111111,93.0,31.0,-25.960000000000036
207,1363392,0,17,2,0,F ,1,NY  ,4561143213633920.0,1.0,834.77,1000.0,-57.75666666666668,99.87666666666668,21.0,12.0,1.197934760472945,-119.9313559322034,201.81500000000003,59.0,22.0,0.0321950574767504,13633922.0,1.0,2723.71,87.69,-75.21142857142857,41.18875,7.0,16.0,2.215405777166437,13633923.0,1.0,109.05,241.59,1,1,1,-84.29981705676622,114.29347222222225,87.0,50.0,-670.72
208,1363249,61885,52,2,2,F ,2,CA  ,4561143213632490.0,1.0,2615.76,3082.05,-161.50943396226415,706.6550000000001,53.0,12.0,1.1782617671345994,-179.09984375,787.6223529411765,64.0,17.0,3.0287705409872308,13632492.0,1.0,949.93,2877.12,0.0,0.0,0.0,0.0,,,,,0.0,1,1,0,-113.53642590408805,498.0924509803922,117.0,29.0,-204.9300000000003
209,1363331,31054,55,5,2,M ,2,MN  ,4561143213633310.0,1.0,7574.56,2264.61,-207.11814814814807,918.305,27.0,12.0,0.298975782091633,-174.8425806451613,379.6828,62.0,25.0,0.6823722235828262,13633312.0,1.0,4246.48,2897.68,-171.6575,63.75421052631579,8.0,19.0,0.8209026128266033,13633313.0,1.0,905.15,743.04,1,1,1,-184.5394095977698,453.9140035087719,97.0,56.0,1376.1099999999997
210,1362637,23973,45,5,0,F ,1,HI  ,4561143213626370.0,1.0,0.0,1200.0,-94.5321052631579,110.83333333333331,19.0,6.0,,-50.36424242424243,205.112,66.0,15.0,0.2256691187979339,13626372.0,1.0,319.45,72.09,-171.29,3.0546153846153845,2.0,13.0,0.1288327676465512,13626373.0,1.0,347.66,44.79,1,1,1,-105.39544922913343,106.33331623931623,87.0,34.0,-1083.12
211,1363371,3551,27,4,2,F ,2,CA  ,,,,0.0,0.0,0.0,0.0,0.0,,-81.19426229508197,105.68047619047618,61.0,21.0,0.0195476424467192,13633712.0,1.0,2788.06,54.5,-178.34,77.86588235294118,11.0,17.0,0.120840389354701,13633713.0,1.0,726.33,87.77,1,0,1,-86.51142076502732,61.182119514472454,72.0,38.0,142.26999999999998
212,1363453,12728,35,2,0,M ,1,FL  ,,,,0.0,0.0,0.0,0.0,0.0,,-34.635000000000005,20.03666666666667,8.0,3.0,0.0,13634532.0,1.0,216.97,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1,0,0,-11.545000000000002,6.678888888888889,8.0,3.0,0.0
213,1362963,4508,69,4,0,F ,1,NC  ,,,,0.0,0.0,0.0,0.0,0.0,,-40.44527027027027,199.6157142857143,74.0,14.0,0.3915884410086508,13629632.0,1.0,325.98,127.65,0.0,0.0,0.0,0.0,,,,,0.0,1,0,0,-13.481756756756758,66.53857142857143,74.0,14.0,127.65
214,1362902,18760,48,5,0,F ,1,NY  ,4561143213629020.0,1.0,273.45,346.97,-112.64156862745098,472.92083333333335,51.0,12.0,1.268860852075334,-68.45838709677419,235.535,62.0,18.0,0.9593136838528836,13629022.0,1.0,117.73,112.94,-151.38,151.8464705882353,8.0,17.0,8.408382909680908,13629023.0,1.0,184.9,1554.71,1,1,1,-110.82665190807506,286.7674346405229,121.0,47.0,1320.68
215,1363228,36237,41,1,0,M ,1,MA  ,,,,0.0,0.0,0.0,0.0,0.0,,-95.99878378378378,496.785,74.0,14.0,0.5812266246730969,13632282.0,1.0,355.61,206.69,-185.4025,109.42388888888888,4.0,18.0,4.955740239659838,13632283.0,1.0,310.44,1538.46,1,0,1,-93.80042792792794,202.06962962962962,78.0,32.0,1745.15
216,1362698,49623,55,5,1,F ,4,TX  ,4561143213626980.0,1.0,2152.86,2500.0,-141.49904761904762,250.265,21.0,12.0,1.1612459704764824,-228.704,473.43125,60.0,16.0,0.0277642027617118,13626982.0,1.0,6322.89,175.55,-288.19777777777773,519.86,18.0,15.0,6.221410997539656,13626983.0,0.0,499.93,3110.27,1,1,1,-219.4669417989418,414.51875,99.0,43.0,785.8200000000002
217,1362820,129196,55,5,2,M ,3,IL  ,4561143213628200.0,1.0,4011.25,4231.59,-537.4419444444444,1654.1666666666667,36.0,12.0,1.0549305079464009,-628.386393442623,1286.5757894736842,61.0,19.0,0.4870450991010025,13628202.0,1.0,27072.38,13185.47,0.0,0.0,0.0,0.0,,,,,0.0,1,1,0,-388.6094459623558,980.2474853801169,97.0,31.0,8953.88
218,1363167,39703,38,8,0,F ,1,NJ  ,,,,0.0,0.0,0.0,0.0,0.0,,-209.6618032786885,409.4383333333333,61.0,18.0,0.0125016171382029,13631672.0,1.0,5488.09,68.61,-324.9857142857143,121.85315789473684,7.0,19.0,1.0317220303372754,13631673.0,1.0,1256.54,1296.4,1,0,1,-178.21583918813428,177.09716374269001,68.0,37.0,1365.01
219,1362759,27258,69,9,0,F ,2,CA  ,4561143213627590.0,1.0,1320.06,835.19,-158.15302325581396,608.67,43.0,12.0,0.6326909382906838,-55.65931506849315,302.87333333333333,73.0,12.0,0.0106630969141643,13627592.0,1.0,433.27,4.62,-165.984,117.7195,15.0,20.0,0.3700497929173065,13627593.0,1.0,214.89,79.52,1,1,1,-126.59877944143572,343.0876111111111,131.0,44.0,-751.0500000000001
220,1362555,26598,57,6,0,M ,2,CA  ,,,,0.0,0.0,0.0,0.0,0.0,,-84.81053571428572,220.94130434782608,56.0,23.0,1.7002760975404134,13625552.0,0.0,474.47,806.73,-117.3075,66.14526315789473,12.0,19.0,0.6332377527216174,13625553.0,1.0,411.52,260.59,1,0,1,-67.37267857142858,95.69552250190695,68.0,42.0,1067.32
221,1362677,11812,32,2,2,M ,4,OK  ,,,,0.0,0.0,0.0,0.0,0.0,,-60.84227272727272,268.16625,66.0,16.0,3.487295415498689,13626772.0,1.0,110.59,385.66,0.0,0.0,0.0,0.0,,,,,0.0,1,0,0,-20.280757575757573,89.38875,66.0,16.0,385.66
222,1363493,30068,69,5,0,M ,2,TX  ,4561143213634930.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,-143.90661538461538,278.10473684210524,65.0,19.0,0.3353941317865914,13634932.0,1.0,6123.84,2053.9,-129.93666666666667,91.09545454545456,6.0,11.0,1.6716287215411558,13634933.0,0.0,331.18,553.61,1,1,1,-91.281094017094,123.06673046251994,71.0,30.0,2607.51
223,1362881,12690,55,5,0,M ,2,AZ  ,4561143213628810.0,1.0,490.96,440.26,-115.5763157894737,553.7883333333333,57.0,12.0,0.8967329313997067,-50.6683870967742,174.395625,62.0,16.0,0.0,13628812.0,0.0,351.11,0.0,-130.64714285714285,39.64764705882353,7.0,17.0,0.2036288987484272,13628813.0,1.0,302.02,61.5,1,1,1,-98.96394858113024,255.94386846405226,126.0,45.0,-378.76
224,1363268,35508,56,6,1,F ,2,TX  ,4561143213632680.0,1.0,1873.47,1800.0,-120.81066666666666,180.25666666666663,15.0,12.0,0.9607839997437908,-54.03313432835821,347.8476923076923,67.0,13.0,5.681999896163232,13632682.0,0.0,192.61,1094.41,-151.095,36.750625,6.0,16.0,0.3611423070752447,13632683.0,1.0,498.64,180.08,1,1,1,-108.64626699834162,188.28499465811964,88.0,41.0,-525.51
225,1363146,8381,44,4,0,F ,2,NJ  ,4561143213631460.0,1.0,2782.38,0.0,0.0,2814.61,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,1,0,0.0,938.2033333333334,0.0,1.0,0.0
226,1362656,17584,64,4,0,M ,4,TX  ,4561143213626560.0,1.0,893.25,445.22,-109.71368421052632,389.13916666666665,38.0,12.0,0.498427092079485,0.0,0.0,0.0,0.0,,,,,0.0,-115.34,87.3515,13.0,20.0,3.0396694214876034,13626563.0,1.0,121.0,367.8,0,1,1,-75.01789473684211,158.8302222222222,51.0,32.0,-77.42000000000002
227,1363207,10919,73,3,0,M ,2,IL  ,4561143213632070.0,1.0,886.67,777.0,-100.515,551.0058333333333,64.0,12.0,0.8763124950658081,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,1,0,-33.505,183.6686111111111,64.0,12.0,-777.0
228,1363390,12973,50,0,2,M ,2,NY  ,4561143213633900.0,1.0,0.0,1860.67,-126.1154054054054,355.045,37.0,8.0,,-90.82864406779662,134.2821739130435,59.0,23.0,0.1642955737554063,13633902.0,1.0,2716.75,446.35,-58.65272727272728,51.48500000000001,11.0,22.0,2.926228860439387,13633903.0,1.0,253.08,740.57,1,1,1,-91.86559224864311,180.27072463768116,107.0,53.0,-673.75
229,1363003,7968,68,8,0,M ,2,NY  ,,,,0.0,0.0,0.0,0.0,0.0,,-72.95538461538462,238.3065,65.0,20.0,1.1568230764210663,13630032.0,1.0,153.23,177.26,0.0,0.0,0.0,0.0,,,,,0.0,1,0,0,-24.318461538461538,79.4355,65.0,20.0,177.26
230,1362513,28058,32,2,2,F ,4,NY  ,,,,0.0,0.0,0.0,0.0,0.0,,-62.32083333333333,315.1033333333333,24.0,6.0,2.4804318488529016,13625132.0,1.0,266.76,661.68,-136.45499999999998,58.57222222222222,8.0,18.0,0.9041064228665348,13625133.0,1.0,389.39,352.05,1,0,1,-66.25861111111111,124.55851851851851,32.0,24.0,1013.73
